session_index,question,level,number,text_len,score,source
17,Кто отвечает за ведение учета отходов?,1,7,23,0.0,ИН-01-ПОО → 7 Порядок учета отходов
17,Кто отвечает за ведение учета отходов?,2,7.1,199,0.0,ИН-01-ПОО → 7 Порядок учета отходов → 7.1 Обращение с отходами контролируется ОВЭО и заместителем генерального директора по общим вопросам.
17,Кто отвечает за ведение учета отходов?,2,7.2,307,0.0,"ИН-01-ПОО → 7 Порядок учета отходов → 7.2 На каждый вид отхода необходимо иметь «Паспорт опасного отхода», составленный в соответствии с приказом Минприроды России от 08 декабря 2020 г. № 1026."
17,Кто отвечает за ведение учета отходов?,2,7.3,445,0.0,"ИН-01-ПОО → 7 Порядок учета отходов → 7.3 Первичному учету подлежат все виды отходов, образующиеся в результате деятельности Института с записью в Порядке учета в области обращения с отходами, утвержденным приказом Минприроды России от 08 декабря 2020 г. № 1028."
17,Кто отвечает за ведение учета отходов?,2,7.4,117,0.0,ИН-01-ПОО → 7 Порядок учета отходов → 7.4 Порядок учета в области обращения с отходами ведет ОВЭО.
17,Кто отвечает за ведение учета отходов?,2,7.5,281,0.0,ИН-01-ПОО → 7 Порядок учета отходов → 7.5 Учет в области обращения с отходами ведется на основании измерений фактического количества образованных и переданных другим лицам отходов.
17,Кто отвечает за ведение учета отходов?,2,7.6,373,0.0,"ИН-01-ПОО → 7 Порядок учета отходов → 7.6 Данные учета обобщаются по итогам очередного календарного года (по состоянию на 1 января года, следующего за учетным) в срок не позднее 25 января года, следующего за отчетным периодом."
18,Что делать после того как нашли новый тендер?,1,5,18,0.0,ИН-01-ПТП → 5 Ответственность.
18,Что делать после того как нашли новый тендер?,2,5.1,401,0.0,"ИН-01-ПТП → 5 Ответственность. → 5.1 Контроль за мониторингом объявленных тендеров (конкурсов, запросов предложений) на право заключения договоров (контрактов) на выполнение работ, оказание услуг, относящихся к сфере деятельности Института возлагается на НО соответствующего производственного подразделения, в соответствии с инструкцией «Стадии выполнения работ» (ИН-01-СВР):"
18,Что делать после того как нашли новый тендер?,2,5.2,447,0.0,"ИН-01-ПТП → 5 Ответственность. → 5.2 Ответственность за изучение, анализ, сбор, подготовку, хранение информации о проводимых тендерах возлагается на ОИ соответствующего производственного подразделения, в случае его отсутствия - на сотрудника назначенного НО."
18,Что делать после того как нашли новый тендер?,2,5.3,175,0.0,"ИН-01-ПТП → 5 Ответственность. → 5.3 Ответственность за запрос информации, требуемой для оформления ТП, возлагается на ОИ."
18,Что делать после того как нашли новый тендер?,2,5.4,439,0.0,"ИН-01-ПТП → 5 Ответственность. → 5.4 Ответственность за своевременное предоставление ОИ полной и качественной информации в письменном (электронном) виде возлагается на руководителей подразделений, располагающих соответствующими информационными ресурсами."
18,Что делать после того как нашли новый тендер?,2,5.5,237,0.0,ИН-01-ПТП → 5 Ответственность. → 5.5 Ответственность за своевременную и качественную подготовку версии ТП на английском языке возлагается на переводчика.
18,Что делать после того как нашли новый тендер?,2,5.6,225,0.0,ИН-01-ПТП → 5 Ответственность. → 5.6 Ответственность за обработку получаемых сведений из подразделений Института и оформление ТП возлагается на ОИ.
18,Что делать после того как нашли новый тендер?,2,5.7,481,0.0,"ИН-01-ПТП → 5 Ответственность. → 5.7 Ответственность за своевременное формирование пакета документации, содержащей ТП, с учетом всех требований компании, объявившей конкурс, и своевременное предоставление пакета документов в приемную для отправки адресату, возлагается на ОИ."
18,Что делать после того как нашли новый тендер?,2,5.8,131,0.0,ИН-01-ПТП → 5 Ответственность. → 5.8 Ответственность за своевременную отправку ТП возлагается на ОИ.
18,Что делать после того как нашли новый тендер?,1,1,13,0.0,ИН-01-ПТП → 1 Назначение.
18,Что делать после того как нашли новый тендер?,2,1.1,799,0.0,"ИН-01-ПТП → 1 Назначение. → 1.1 Настоящая инструкция реализует требования к организации сбора информации с целью оформления тендерного предложения на основе перечня требуемой информации и документации для участия АО «ВолгоградНИПИнефть» (далее по тексту Институт) в тендере (конкурсе, запросе предложений) на право заключения договоров (контрактов) на выполнение работ, оказание услуг, относящихся к сфере деятельности Института."
18,Что делать после того как нашли новый тендер?,2,1.2,244,0.0,ИН-01-ПТП → 1 Назначение. → 1.2 Настоящая инструкция определяет:
18,Что делать после того как нашли новый тендер?,1,6,105,0.0,ИН-01-ПТП → 6 Основные этапы подготовки ТП.
18,Что делать после того как нашли новый тендер?,2,6.1,287,0.0,ИН-01-ПТП → 6 Основные этапы подготовки ТП. → 6.1 Сбор и анализ информации о проводимых тендерах.
18,Что делать после того как нашли новый тендер?,2,6.2,2493,0.0,ИН-01-ПТП → 6 Основные этапы подготовки ТП. → 6.2 Формирование ТП.
19,Что нужно делать на предпроектной проработке?,1,6,26,0.0,ИН-01-СВР → 6 Предпроектная проработка
19,Что нужно делать на предпроектной проработке?,2,6.1,598,0.0,"ИН-01-СВР → 6 Предпроектная проработка → 6.1 Предпроектная проработка, как правило, инициируется заявкой Заказчика официальным письмом на имя генерального директора Института, с указанием интересующих работ и услуг, либо поступлением информации о выигранном тендере."
19,Что нужно делать на предпроектной проработке?,2,6.2,487,0.0,"ИН-01-СВР → 6 Предпроектная проработка → 6.2 На этой стадии должны быть определены, проанализированы и зафиксированы документально требования Заказчика к ПД. По результатам анализа оформляется и согласовывается с Заказчиком ЗП/ТЗ/ГЗ и Календарный план выполнения работ, где он применим."
19,Что нужно делать на предпроектной проработке?,2,6.3,647,0.0,"ИН-01-СВР → 6 Предпроектная проработка → 6.3 В тех случаях, когда развернутое ЗП/ТЗ/ГЗ оформить до подписания договора затруднительно, оформляется задание к договору с указанием основных законодательных и нормативных документов, перечня экспертиз и согласований, требований к объему, составу и срокам выполнения работ, электронной версии отчета и к количеству копий."
19,Что нужно делать на предпроектной проработке?,2,6.4,297,0.0,"ИН-01-СВР → 6 Предпроектная проработка → 6.4 На данной стадии оформляется и согласовывается проект договора, что означает способность Института выполнить установленные требования к ПД в срок."
19,Что нужно делать на предпроектной проработке?,2,6.5,485,0.0,"ИН-01-СВР → 6 Предпроектная проработка → 6.5 Оформление и согласование договоров, актов сдачи-приемки выполненных работ, платежных документов по этапам и работе в целом осуществляется в соответствии с инструкцией «Организация договорной работы» (ИН-05 ДР):"
20,Что включается в бюджет командировки?,1,5,21,0.0,ПЛ-13-К → 5 Бюджет командировки
20,Что включается в бюджет командировки?,2,5.1,479,0.0,ПЛ-13-К → 5 Бюджет командировки → 5.1 В бюджет командировки включается:
20,Что включается в бюджет командировки?,2,5.2,1224,0.0,"ПЛ-13-К → 5 Бюджет командировки → 5.2 Транспортные расходы планируются, исходя из следующего:"
20,Что включается в бюджет командировки?,2,5.3,348,0.0,ПЛ-13-К → 5 Бюджет командировки → 5.3 Расходы на проживание
20,Что включается в бюджет командировки?,2,5.4,967,0.0,ПЛ-13-К → 5 Бюджет командировки → 5.4 Суточные
21,Каким видом транспорта можно ездить в командировки?,1,7,224,0.0,ПЛ-13-К → 7 Организация работы командированного сотрудника
22,Какого класса билет на самолет можно купить при командировке?,1,5,21,0.0,ПЛ-13-К → 5 Бюджет командировки
22,Какого класса билет на самолет можно купить при командировке?,2,5.2,1224,0.7914,"ПЛ-13-К → 5 Бюджет командировки → 5.2 Транспортные расходы планируются, исходя из следующего:"
22,Какого класса билет на самолет можно купить при командировке?,1,6,53,0.0,ПЛ-13-К → 6 Организация командировки
22,Какого класса билет на самолет можно купить при командировке?,2,6.6,431,0.7842,"ПЛ-13-К → 6 Организация командировки → 6.6 При направлении сотрудника в однодневную командировку, оформляется приказ о командировании на общих условиях. Суточные не выплачиваются (п.11 Положения, утв. Постановлением Правительства РФ от 13.10.2008 г № 749)."
23,Какого класса поездка может быть на самолете?,1,5,21,0.0,ПЛ-13-К → 5 Бюджет командировки
23,Какого класса поездка может быть на самолете?,2,5.2,1224,0.7755,"ПЛ-13-К → 5 Бюджет командировки → 5.2 Транспортные расходы планируются, исходя из следующего:"
23,Какого класса поездка может быть на самолете?,1,3,23,0.0,ПЛ-13-К → 3 Термины и определения
23,Какого класса поездка может быть на самолете?,2,3.2,499,0.7387,ПЛ-13-К → 3 Термины и определения → 3.2 К служебным командировкам не относятся:
24,как планируются транспортные расходы?,1,5,21,0.0,ПЛ-13-К → 5 Бюджет командировки
24,как планируются транспортные расходы?,2,5.1,479,0.0,ПЛ-13-К → 5 Бюджет командировки → 5.1 В бюджет командировки включается:
24,как планируются транспортные расходы?,2,5.2,1224,0.0,"ПЛ-13-К → 5 Бюджет командировки → 5.2 Транспортные расходы планируются, исходя из следующего:"
24,как планируются транспортные расходы?,2,5.3,348,0.0,ПЛ-13-К → 5 Бюджет командировки → 5.3 Расходы на проживание
24,как планируются транспортные расходы?,2,5.4,967,0.0,ПЛ-13-К → 5 Бюджет командировки → 5.4 Суточные
25,Какие задачи у отдела геологии?,1,3,8,0.0,ПЛ-07 → 3 Задачи
25,Какие задачи у отдела геологии?,2,3.1,345,0.0,"ПЛ-07 → 3 Задачи → 3.1 Создание  проектных  документов  и  составление  отчётов,  соответствующих нормативным и регламентирующим государственным документам, отражающим потребности Заказчиков."
25,Какие задачи у отдела геологии?,2,3.2,211,0.0,ПЛ-07 → 3 Задачи → 3.2 Отслеживание нормативных и регламентирующих государственных документов в области деятельности Отдела.
25,Какие задачи у отдела геологии?,2,3.3,97,0.0,ПЛ-07 → 3 Задачи → 3.3 Обучение и повышение квалификации персонала.
25,Какие задачи у отдела геологии?,2,3.4,279,0.0,"ПЛ-07 → 3 Задачи → 3.4 Мониторинг, изучение и внедрение новых технологий, методик и программного обеспечения для качественного составления проектов и отчётов."
25,Какие задачи у отдела геологии?,1,2,36,0.0,ПЛ-07 → 2 ПОЛОЖЕНИЕ Об отделе геологии «ПЛ-07»
26,Что такое риск?,1,4,1264,0.0,"ИН-01-УР → 4 Термины, обозначения, сокращения"
26,Что такое риск?,2,4.1,1237,0.0,"ИН-01-УР → 4 Термины, обозначения, сокращения → 4.1 Термины и определения:"
26,Что такое риск?,2,4.2,159,0.0,"ИН-01-УР → 4 Термины, обозначения, сокращения → 4.2 Применяемые сокращения:"
27,Какие бывают виды рисков,1,4,1264,0.0,"ИН-01-УР → 4 Термины, обозначения, сокращения"
27,Какие бывают виды рисков,2,4.1,1237,0.0,"ИН-01-УР → 4 Термины, обозначения, сокращения → 4.1 Термины и определения:"
27,Какие бывают виды рисков,2,4.2,159,0.0,"ИН-01-УР → 4 Термины, обозначения, сокращения → 4.2 Применяемые сокращения:"
27,Какие бывают виды рисков,1,7,89,0.0,ИН-01-УР → 7 Реестр рисков
27,Какие бывают виды рисков,2,7.1,98,0.0,ИН-01-УР → 7 Реестр рисков → 7.1 Структура и состав реестра риска представлен в приложении Б данной инструкции
27,Какие бывают виды рисков,2,7.2,217,0.0,"ИН-01-УР → 7 Реестр рисков → 7.2 Каждому риску, включенному в Реестр, присваивается индивидуальный код (идентификатор риска )"
27,Какие бывают виды рисков,2,7.3,812,0.0,ИН-01-УР → 7 Реестр рисков → 7.3 При заполнении реестра риска используются следующие шкалы (приложение В данной инструкции)
27,Какие бывают виды рисков,2,7.4,259,0.0,ИН-01-УР → 7 Реестр рисков → 7.4 Качественная оценка последствий и вероятности риска производится следующим образом
27,Какие бывают виды рисков,2,7.5,374,0.0,"ИН-01-УР → 7 Реестр рисков → 7.5 На основе полученных результатов строится матрица риска (приложение В данной инструкции), которую необходимо использовать как основу для идентификации приемлемого и неприемлемого риска"
27,Какие бывают виды рисков,2,7.6,149,0.0,ИН-01-УР → 7 Реестр рисков → 7.6 Шкала «Оценка риска» выделяется цветом
27,Какие бывают виды рисков,2,7.7,314,0.0,"ИН-01-УР → 7 Реестр рисков → 7.7 В зависимости от оценки риска определяются предпринимаемые действия по каждому риску, зарегистрированному в реестре риска (приложение В данной инструкции)"
27,Какие бывают виды рисков,2,7.8.1,296,0.0,ИН-01-УР → 7 Реестр рисков → 7.8.1 стратегические риски
27,Какие бывают виды рисков,2,7.8.2,1217,0.0,ИН-01-УР → 7 Реестр рисков → 7.8.2 финансовые риски
27,Какие бывают виды рисков,2,7.8.3,161,0.0,ИН-01-УР → 7 Реестр рисков → 7.8.3 Правовые риски
27,Какие бывают виды рисков,2,7.8.4,2149,0.0,ИН-01-УР → 7 Реестр рисков → 7.8.4 Операционные (производственные) риски
27,Какие бывают виды рисков,2,7.9,467,0.0,"ИН-01-УР → 7 Реестр рисков → 7.9 ДиМК проводит согласование сформированного Реестра рисков с генеральным директором и/или первым заместителем генерального директора и владельцами риска, за которыми закреплена ответственность по управлению соответствующими рисками."
27,Какие бывают виды рисков,2,7.10,441,0.0,"ИН-01-УР → 7 Реестр рисков → 7.10 По результатам идентификации и оценки рисков в масштабах всего Института, Реестр рисков ежегодно пересматривается, уточняется и/или дополняется."
27,Какие бывают виды рисков,2,7.11,152,0.0,ИН-01-УР → 7 Реестр рисков → 7.11 Реестр рисков в течение года может дополняться вновь выявленными рисками.
27,Какие бывают виды рисков,2,7.12,606,0.0,ИН-01-УР → 7 Реестр рисков → 7.12 По результатам оценки риска владелец риска имеет следующие возможности реагирования на риск:
27,Какие бывают виды рисков,2,7.13,244,0.0,ИН-01-УР → 7 Реестр рисков → 7.13 При определении способов реагирования на риск должно учитываться:
27,Какие бывают виды рисков,2,7.14,196,0.0,ИН-01-УР → 7 Реестр рисков → 7.14 Для регулирования всех рисков (кроме принятых) разрабатываются мероприятия и средства контроля.
27,Какие бывают виды рисков,2,7.15,444,0.0,"ИН-01-УР → 7 Реестр рисков → 7.15 Мероприятия и средства контроля могут быть  организационного и технического характера. Мероприятия могут быть направлены как на улучшение существующих методов смягчения рисков и средств контроля, так и разработку новых."
27,Какие бывают виды рисков,2,7.16,336,0.0,"ИН-01-УР → 7 Реестр рисков → 7.16 К средствам контроля относятся: процедуры утверждения (авторизации, проверки,  сверки),  анализ  операционных  показателей,  охрана,  распределение полномочий и т.д."
27,Какие бывают виды рисков,2,7.17,172,0.0,ИН-01-УР → 7 Реестр рисков → 7.17 Средства контроля/методы смягчения рисков могут быть следующих типов:
27,Какие бывают виды рисков,2,7.18,391,0.0,ИН-01-УР → 7 Реестр рисков → 7.18 Предотвращающие средства контроля/методы смягчения рисков направлены на максимальное снижение вероятности (недопущение) возникновения риска.
27,Какие бывают виды рисков,2,7.19,328,0.0,ИН-01-УР → 7 Реестр рисков → 7.19 Обнаруживающие средства контроля/методы смягчения рисков призваны снижать влияние риска путем оперативного определения (обнаружения) события возникновения риска.
27,Какие бывают виды рисков,2,7.20,320,0.0,ИН-01-УР → 7 Реестр рисков → 7.20 Предотвращающие и обнаруживающие средства контроля/методы смягчения рисков часто объединяются вместе для получения проактивной (упреждающей) защиты от риска.
27,Какие бывают виды рисков,2,7.21,352,0.0,ИН-01-УР → 7 Реестр рисков → 7.21 Корректирующие  средства  контроля/методы  смягчения  рисков  предназначены для устранения причин уже реализовавшихся рисков с целью недопущения их повторного возникновения.
27,Какие бывают виды рисков,2,7.22,314,0.0,ИН-01-УР → 7 Реестр рисков → 7.22 Предписывающие средства контроля/методы смягчения рисков направлены на снижение влияния риска путем надлежащей формализации действий при реализации риска.
27,Какие бывают виды рисков,2,7.23,348,0.0,"ИН-01-УР → 7 Реестр рисков → 7.23 Смягчающие средства контроля/методы смягчения рисков призваны снижать влияние риска путем оперативной реализации мероприятий, подготовленных на случай возникновения риска."
27,Какие бывают виды рисков,2,7.24,368,0.0,ИН-01-УР → 7 Реестр рисков → 7.24 Компенсирующие средства контроля/методы смягчения рисков снижают влияние риска путем получения различного вида компенсаций за причиненный ущерб по ранее достигнутым договоренностям.
27,Какие бывают виды рисков,2,7.25,332,0.0,"ИН-01-УР → 7 Реестр рисков → 7.25 Корректирующие, предписывающие, смягчающие и компенсирующие средства контроля/методы смягчения рисков носят реактивный характер и действуют после реализации риска."
27,Какие бывают виды рисков,2,7.26,416,0.0,ИН-01-УР → 7 Реестр рисков → 7.26 В общем случае средства контроля создаются для обеспечения надлежащего реагирования на риски. Однако в отношении некоторых целей применение средств контроля само по себе уже является реагированием на риск.
27,Какие бывают виды рисков,2,7.27,502,0.0,ИН-01-УР → 7 Реестр рисков → 7.27 При разработке и внедрении мероприятий по снижению рисков необходимо придерживаться процедур «Корректирующие действия» (ПР-10.2-КД) и «Управление несоответствующей продукцией» (ПР-8.7-УНП):
28,Что такое финансовые риски?,1,7,89,0.0,ИН-01-УР → 7 Реестр рисков
28,Что такое финансовые риски?,2,7.1,98,0.0,ИН-01-УР → 7 Реестр рисков → 7.1 Структура и состав реестра риска представлен в приложении Б данной инструкции
28,Что такое финансовые риски?,2,7.2,217,0.0,"ИН-01-УР → 7 Реестр рисков → 7.2 Каждому риску, включенному в Реестр, присваивается индивидуальный код (идентификатор риска )"
28,Что такое финансовые риски?,2,7.3,812,0.0,ИН-01-УР → 7 Реестр рисков → 7.3 При заполнении реестра риска используются следующие шкалы (приложение В данной инструкции)
28,Что такое финансовые риски?,2,7.4,259,0.0,ИН-01-УР → 7 Реестр рисков → 7.4 Качественная оценка последствий и вероятности риска производится следующим образом
28,Что такое финансовые риски?,2,7.5,374,0.0,"ИН-01-УР → 7 Реестр рисков → 7.5 На основе полученных результатов строится матрица риска (приложение В данной инструкции), которую необходимо использовать как основу для идентификации приемлемого и неприемлемого риска"
28,Что такое финансовые риски?,2,7.6,149,0.0,ИН-01-УР → 7 Реестр рисков → 7.6 Шкала «Оценка риска» выделяется цветом
28,Что такое финансовые риски?,2,7.7,314,0.0,"ИН-01-УР → 7 Реестр рисков → 7.7 В зависимости от оценки риска определяются предпринимаемые действия по каждому риску, зарегистрированному в реестре риска (приложение В данной инструкции)"
28,Что такое финансовые риски?,2,7.8.1,296,0.0,ИН-01-УР → 7 Реестр рисков → 7.8.1 стратегические риски
28,Что такое финансовые риски?,2,7.8.2,1217,0.0,ИН-01-УР → 7 Реестр рисков → 7.8.2 финансовые риски
28,Что такое финансовые риски?,2,7.8.3,161,0.0,ИН-01-УР → 7 Реестр рисков → 7.8.3 Правовые риски
28,Что такое финансовые риски?,2,7.8.4,2149,0.0,ИН-01-УР → 7 Реестр рисков → 7.8.4 Операционные (производственные) риски
28,Что такое финансовые риски?,2,7.9,467,0.0,"ИН-01-УР → 7 Реестр рисков → 7.9 ДиМК проводит согласование сформированного Реестра рисков с генеральным директором и/или первым заместителем генерального директора и владельцами риска, за которыми закреплена ответственность по управлению соответствующими рисками."
28,Что такое финансовые риски?,2,7.10,441,0.0,"ИН-01-УР → 7 Реестр рисков → 7.10 По результатам идентификации и оценки рисков в масштабах всего Института, Реестр рисков ежегодно пересматривается, уточняется и/или дополняется."
28,Что такое финансовые риски?,2,7.11,152,0.0,ИН-01-УР → 7 Реестр рисков → 7.11 Реестр рисков в течение года может дополняться вновь выявленными рисками.
28,Что такое финансовые риски?,2,7.12,606,0.0,ИН-01-УР → 7 Реестр рисков → 7.12 По результатам оценки риска владелец риска имеет следующие возможности реагирования на риск:
28,Что такое финансовые риски?,2,7.13,244,0.0,ИН-01-УР → 7 Реестр рисков → 7.13 При определении способов реагирования на риск должно учитываться:
28,Что такое финансовые риски?,2,7.14,196,0.0,ИН-01-УР → 7 Реестр рисков → 7.14 Для регулирования всех рисков (кроме принятых) разрабатываются мероприятия и средства контроля.
28,Что такое финансовые риски?,2,7.15,444,0.0,"ИН-01-УР → 7 Реестр рисков → 7.15 Мероприятия и средства контроля могут быть  организационного и технического характера. Мероприятия могут быть направлены как на улучшение существующих методов смягчения рисков и средств контроля, так и разработку новых."
28,Что такое финансовые риски?,2,7.16,336,0.0,"ИН-01-УР → 7 Реестр рисков → 7.16 К средствам контроля относятся: процедуры утверждения (авторизации, проверки,  сверки),  анализ  операционных  показателей,  охрана,  распределение полномочий и т.д."
28,Что такое финансовые риски?,2,7.17,172,0.0,ИН-01-УР → 7 Реестр рисков → 7.17 Средства контроля/методы смягчения рисков могут быть следующих типов:
28,Что такое финансовые риски?,2,7.18,391,0.0,ИН-01-УР → 7 Реестр рисков → 7.18 Предотвращающие средства контроля/методы смягчения рисков направлены на максимальное снижение вероятности (недопущение) возникновения риска.
28,Что такое финансовые риски?,2,7.19,328,0.0,ИН-01-УР → 7 Реестр рисков → 7.19 Обнаруживающие средства контроля/методы смягчения рисков призваны снижать влияние риска путем оперативного определения (обнаружения) события возникновения риска.
28,Что такое финансовые риски?,2,7.20,320,0.0,ИН-01-УР → 7 Реестр рисков → 7.20 Предотвращающие и обнаруживающие средства контроля/методы смягчения рисков часто объединяются вместе для получения проактивной (упреждающей) защиты от риска.
28,Что такое финансовые риски?,2,7.21,352,0.0,ИН-01-УР → 7 Реестр рисков → 7.21 Корректирующие  средства  контроля/методы  смягчения  рисков  предназначены для устранения причин уже реализовавшихся рисков с целью недопущения их повторного возникновения.
28,Что такое финансовые риски?,2,7.22,314,0.0,ИН-01-УР → 7 Реестр рисков → 7.22 Предписывающие средства контроля/методы смягчения рисков направлены на снижение влияния риска путем надлежащей формализации действий при реализации риска.
28,Что такое финансовые риски?,2,7.23,348,0.0,"ИН-01-УР → 7 Реестр рисков → 7.23 Смягчающие средства контроля/методы смягчения рисков призваны снижать влияние риска путем оперативной реализации мероприятий, подготовленных на случай возникновения риска."
28,Что такое финансовые риски?,2,7.24,368,0.0,ИН-01-УР → 7 Реестр рисков → 7.24 Компенсирующие средства контроля/методы смягчения рисков снижают влияние риска путем получения различного вида компенсаций за причиненный ущерб по ранее достигнутым договоренностям.
28,Что такое финансовые риски?,2,7.25,332,0.0,"ИН-01-УР → 7 Реестр рисков → 7.25 Корректирующие, предписывающие, смягчающие и компенсирующие средства контроля/методы смягчения рисков носят реактивный характер и действуют после реализации риска."
28,Что такое финансовые риски?,2,7.26,416,0.0,ИН-01-УР → 7 Реестр рисков → 7.26 В общем случае средства контроля создаются для обеспечения надлежащего реагирования на риски. Однако в отношении некоторых целей применение средств контроля само по себе уже является реагированием на риск.
28,Что такое финансовые риски?,2,7.27,502,0.0,ИН-01-УР → 7 Реестр рисков → 7.27 При разработке и внедрении мероприятий по снижению рисков необходимо придерживаться процедур «Корректирующие действия» (ПР-10.2-КД) и «Управление несоответствующей продукцией» (ПР-8.7-УНП):
29,Что такое коммерческая тайна?,1,6,28,0.0,ПЛ-01-КТ → 6 Понятие коммерческой тайны
29,Что такое коммерческая тайна?,2,6.1,546,0.8907,"ПЛ-01-КТ → 6 Понятие коммерческой тайны → 6.1 Коммерческая тайна - режим конфиденциальности информации, позволяющий ее обладателю при существующих или возможных обстоятельствах увеличить доходы, избежать неоправданных расходов, сохранить положение на рынке товаров, работ, услуг или получить иную коммерческую выгоду."
30,Какие сведения относятся к коммерческой тайне?,1,8,43,0.0,"ПЛ-01-КТ → 8 Сведения, составляющие коммерческую тайну"
30,Какие сведения относятся к коммерческой тайне?,2,8.1,279,0.0,"ПЛ-01-КТ → 8 Сведения, составляющие коммерческую тайну → 8.1 Сведения, составляющие коммерческую тайну Института, определены Приложением А к настоящему Положению, являющимся его неотъемлемой частью."
30,Какие сведения относятся к коммерческой тайне?,2,8.2,401,0.0,"ПЛ-01-КТ → 8 Сведения, составляющие коммерческую тайну → 8.2 Перечень сведений конфиденциального характера, утв. Указом Президента Российской Федерации от 06.03.1997 г. № 188, определен Приложением Б к настоящему Положению, являющимся его неотъемлемой частью."
30,Какие сведения относятся к коммерческой тайне?,2,8.4,691,0.0,"ПЛ-01-КТ → 8 Сведения, составляющие коммерческую тайну → 8.4 К  сведениям,  составляющим  коммерческую  тайну  Института,  не  относятся сведения,  которые  указаны  в  постановлении  Правительства  РСФСР  от 05.12.1991 г. № 35 «О перечне сведений, которые не могут составлять коммерческую тайну» и в Федеральном законе от 29.07.2004 г. N 98-ФЗ «О коммерческой тайне» Приложение В к настоящему Положению."
31,Что будет если превысить лимиты корпоративной мобильной связи?,1,6,77,0.0,ПЛ-13-КМС → 6 Нормы и порядок возмещения перерасхода лимита корпоративной мобильной связи
31,Что будет если превысить лимиты корпоративной мобильной связи?,2,6.1,500,0.5564,"ПЛ-13-КМС → 6 Нормы и порядок возмещения перерасхода лимита корпоративной мобильной связи → 6.1 В качестве документального подтверждения расходов на корпоративную мобильную связь ответственное лицо организует получение от оператора, предоставляющего мобильную связь, детализации звонков по всем корпоративным номерам, используемым в Институте."
31,Что будет если превысить лимиты корпоративной мобильной связи?,2,6.2,525,0.5127,ПЛ-13-КМС → 6 Нормы и порядок возмещения перерасхода лимита корпоративной мобильной связи → 6.2 В случае превышения расходов на связь сверх установленного лимита удержание может не производится на основании согласованной с генеральным директором объяснительной записки. Данное исключение носит разовый характер и не влияет на изменение лимита в дальнейшем.
31,Что будет если превысить лимиты корпоративной мобильной связи?,2,6.3,618,0.8327,"ПЛ-13-КМС → 6 Нормы и порядок возмещения перерасхода лимита корпоративной мобильной связи → 6.3 При превышении установленного лимита корпоративной мобильной связи сумма расхода, не подтвержденная производственной необходимостью, подлежит либо оплате работником посредством удержания денежных средств из"
