session_index,question,rank_in_log,score,dense_score,sparse_score,sum_score,title
9,Есть ли у нас регламент по обращению с отходами?,104,0.5942,0.0,0.59,0.0,"3.17 Участвовать в разработке, внедрении и поддержании в рабочем состоянии регламентов по основным видам работ"
9,Есть ли у нас регламент по обращению с отходами?,105,0.5911,0.0,0.59,0.0,"1.3 Уполномоченный по ИСМ выполняет свои функции независимо от других, возложенных на него должностных обязанностей."
9,Есть ли у нас регламент по обращению с отходами?,106,0.5857,0.0,0.59,0.0,ПЛ-08-УИСМ
9,Есть ли у нас регламент по обращению с отходами?,107,0.5851,0.0,0.59,0.0,1.7 В целях экономии расходов по оплате услуг связи работники подключаются к корпоративному тарифному плану на условиях льготной тарификации по оптимальному тарифу в пределах установленного лимита.
9,Есть ли у нас регламент по обращению с отходами?,108,0.5848,0.0,0.58,0.0,Согласовано:
9,Есть ли у нас регламент по обращению с отходами?,109,0.5844,0.0,0.58,0.0,"Приложение 7. Выпуск продукции на 20__ г. на основании заключенных договоров, с НДС."
9,Есть ли у нас регламент по обращению с отходами?,110,0.5831,0.0,0.58,0.0,Приложение 2 Перечень внутренней документации ИСМ отдела
9,Есть ли у нас регламент по обращению с отходами?,111,0.5824,0.0,0.58,0.0,"6.1 В качестве документального подтверждения расходов на корпоративную мобильную связь ответственное лицо организует получение от оператора, предоставляющего мобильную связь, детализации звонков по всем корпоративным номерам, используемым в Институте."
9,Есть ли у нас регламент по обращению с отходами?,112,0.5822,0.0,0.58,0.0,4.2 Получать от должностных лиц необходимые документы по вопросам ИСМ.
9,Есть ли у нас регламент по обращению с отходами?,113,0.5755,0.0,0.58,0.0,"6.9 Дистанционный работник по согласованию с ответственным должностным лицом вправе использовать персональный доступ к имеющимся у него программам, указанным в пунктах 6.3, 6.4 настоящего Положения. В этом случае дистанционному работнику выплачивается компенсация за использование таких программ. Размер компенсации согласовывается сторонами в трудовом договоре или в дополнительном соглашении."
9,Есть ли у нас регламент по обращению с отходами?,114,0.5754,0.0,0.58,0.0,1 Назначение
9,Есть ли у нас регламент по обращению с отходами?,115,0.5749,0.0,0.57,0.0,4.1 Термины.
9,Есть ли у нас регламент по обращению с отходами?,116,0.5722,0.0,0.57,0.0,№ п/п
9,Есть ли у нас регламент по обращению с отходами?,117,0.5707,0.0,0.57,0.0,"6.4 Невыполнение приказов, указаний и распоряжений по Институту."
9,Есть ли у нас регламент по обращению с отходами?,118,0.5706,0.0,0.57,0.0,"5.4 В случае перевода на дистанционную работу по инициативе работника, необходимо предоставить заявление заверенное личной подписью, с указанием основания для перевода на дистанционную работу, дату планируемого перевода, а также характер перевода: временный или постоянный."
9,Есть ли у нас регламент по обращению с отходами?,119,0.5696,0.0,0.57,0.0,Повременно-премиальная система оплаты труда
9,Есть ли у нас регламент по обращению с отходами?,120,0.5662,0.0,0.57,0.0,4 Персонал
9,Есть ли у нас регламент по обращению с отходами?,121,0.832,0.83,0.5,0.82,3 Нормативные ссылки
9,Есть ли у нас регламент по обращению с отходами?,122,0.8302,0.83,0.0,0.81,8 Требования к транспортированию отходов
9,Есть ли у нас регламент по обращению с отходами?,123,0.8299,0.83,0.0,0.81,7 Порядок учета отходов
9,Есть ли у нас регламент по обращению с отходами?,124,0.8261,0.83,0.0,0.79,6 Порядок накопления отходов
9,Есть ли у нас регламент по обращению с отходами?,125,0.8261,0.83,0.0,0.78,6 Порядок накопления отходов
9,Есть ли у нас регламент по обращению с отходами?,126,0.8151,0.82,0.5,0.5,"4 Термины, обозначения, сокращения"
9,Есть ли у нас регламент по обращению с отходами?,127,0.8123,0.81,0.0,0.8,9 Требования к передаче отходов сторонним специализированным организациям
9,Есть ли у нас регламент по обращению с отходами?,128,0.825,0.81,0.0,0.82,1 Назначение
9,Есть ли у нас регламент по обращению с отходами?,129,0.8091,0.81,0.0,0.81,10 Безопасное обращение с отходами
9,Есть ли у нас регламент по обращению с отходами?,130,0.8017,0.78,0.53,0.8,Инструкция о порядке обращения с отходами производства и потребления АО «ВолгоградНИПИнефть» «ИН-01-ПОО»
9,Есть ли у нас регламент по обращению с отходами?,131,0.7177,0.72,0.0,0.68,Лист регистрации изменений
9,Есть ли у нас регламент по обращению с отходами?,132,0.7833,0.7,0.0,0.78,12 Ответственность
9,Есть ли у нас регламент по обращению с отходами?,133,0.6975,0.7,0.51,0.68,СОГЛАСОВАНО:
9,Есть ли у нас регламент по обращению с отходами?,134,0.7889,0.69,0.0,0.79,5 Основные положения
9,Есть ли у нас регламент по обращению с отходами?,135,0.8177,0.69,0.0,0.82,11 Контроль
9,Есть ли у нас регламент по обращению с отходами?,136,0.7146,0.69,0.0,0.71,2 Область применения
10,В чем разница между накоплением и хранением отходов?,1,0.8277,0.83,0.0,0.0,"4 Термины, обозначения, сокращения"
10,В чем разница между накоплением и хранением отходов?,2,0.825,0.82,0.69,0.79,6 Порядок накопления отходов
10,В чем разница между накоплением и хранением отходов?,3,0.825,0.82,0.0,0.79,6 Порядок накопления отходов
10,В чем разница между накоплением и хранением отходов?,4,0.7992,0.8,0.0,0.74,7 Порядок учета отходов
10,В чем разница между накоплением и хранением отходов?,5,0.8061,0.78,0.63,0.81,10.2 Способы  накопления  отходов  и  их  передачи  сторонним  организациям  должны исключать возможность загрязнения окружающей территории.
10,В чем разница между накоплением и хранением отходов?,6,0.778,0.78,0.0,0.77,"11.1 При накоплении и передаче отходов специализированным лицензированным организациям должны соблюдаться действующие экологические, санитарноэпидемиологические, технические нормы и правила обращения с отходами."
10,В чем разница между накоплением и хранением отходов?,7,0.7717,0.77,0.0,0.77,8 Требования к транспортированию отходов
10,В чем разница между накоплением и хранением отходов?,8,0.7596,0.76,0.0,0.75,"12.2 За нарушение учета образования, накопления и передачи отходов, за несвоевременное  заключение  договоров  на  утилизацию,  обезвреживание  и/или размещение отходов и их выполнение отвечают ОВЭО и заместитель генерального директора по общим вопросам."
10,В чем разница между накоплением и хранением отходов?,9,0.7558,0.76,0.0,0.74,"9.6 Обязательным является наличие документального подтверждения всей цепочки движения отходов: договор с транспортной компанией на транспортирование отходов, договор транспортной компании со специализированной организацией, которой в конечном итоге будут переданы отходы на обработку, утилизацию, обезвреживание и/или размещение (захоронение)"
10,В чем разница между накоплением и хранением отходов?,10,0.7537,0.75,0.0,0.68,"Порядок приемки, регистрации и архивирования источников информации."
10,В чем разница между накоплением и хранением отходов?,11,0.7602,0.75,0.0,0.76,"5.1 Отходы в зависимости от степени негативного воздействия на окружающую среду подразделяются  в  соответствии  с  критериями,  установленными  федеральным органом исполнительной власти, осуществляющим государственное регулирование в области охраны окружающей среды, на пять классов опасности:"
10,В чем разница между накоплением и хранением отходов?,12,0.7385,0.74,0.63,0.72,7 Последовательность формирования реестров экологических аспектов
10,В чем разница между накоплением и хранением отходов?,13,0.7359,0.74,0.0,0.7,3 Нормативные ссылки
10,В чем разница между накоплением и хранением отходов?,14,0.731,0.73,0.0,0.7,Определения и сокращения
10,В чем разница между накоплением и хранением отходов?,15,0.7288,0.73,0.0,0.71,3.14 ОтвРег по результатам архивирования формирует отчет об архивировании . Отчет хранится в электронном виде не менее 5 лет.
10,В чем разница между накоплением и хранением отходов?,16,0.7404,0.73,0.74,0.72,5.3 Идентификация экологических аспектов
10,В чем разница между накоплением и хранением отходов?,17,0.7204,0.72,0.0,0.68,"4.27 Сбор, организация и хранение фактических данных по маркшейдерии и инженерным изысканиям."
10,В чем разница между накоплением и хранением отходов?,18,0.719,0.72,0.0,0.0,"4.17 Прием, заполнение, хранение и выдача трудовых книжек."
10,В чем разница между накоплением и хранением отходов?,19,0.7186,0.72,0.0,0.0,8.1 Составление и согласование документа исполнителем.
10,В чем разница между накоплением и хранением отходов?,20,0.7719,0.72,0.77,0.68,6.2 Оценка существенности экологических аспектов по суммарному количеству баллов
10,В чем разница между накоплением и хранением отходов?,21,0.7167,0.72,0.64,0.7,"5.2 Идентификация видов деятельности, процессов, источников загрязнения, продукции, услуг."
10,В чем разница между накоплением и хранением отходов?,22,0.7161,0.72,0.0,0.0,"Регистрация, учет, архивирование и хранение поступающей геолого-технической информации, выполненных отчетов, нормативных документов"
10,В чем разница между накоплением и хранением отходов?,23,0.741,0.72,0.0,0.74,1 Назначение
10,В чем разница между накоплением и хранением отходов?,24,0.7151,0.72,0.61,0.0,"Первый экземпляр остается в УФО, заносится в электронный реестр договоров, распечатыва- ется и хранится в папке «Расход- ные договоры»"
10,В чем разница между накоплением и хранением отходов?,25,0.7133,0.71,0.0,0.0,Архивирование
10,В чем разница между накоплением и хранением отходов?,26,0.7112,0.71,0.61,0.69,"4.11 Сбор, систематизация и оцифровка геолого-технологической информации."
10,В чем разница между накоплением и хранением отходов?,27,0.709,0.71,0.0,0.0,"3.5 Обеспечение приема, сохранности, учета и выдачи документов архива."
10,В чем разница между накоплением и хранением отходов?,28,0.7083,0.71,0.0,0.0,7.7 Хранение рабочих файлов проекта осуществляется в соответствии с рабочей инструкцией «Структура каталогов» (РИ-10-СтруктКат):
10,В чем разница между накоплением и хранением отходов?,29,0.7081,0.71,0.0,0.0,"Сбор, организация и хранение фактических данных по строительству скважин"
10,В чем разница между накоплением и хранением отходов?,30,0.7062,0.71,0.0,0.68,Порядок приема и увольнения работников
10,В чем разница между накоплением и хранением отходов?,31,0.7055,0.71,0.63,0.71,4.1 Термины.
10,В чем разница между накоплением и хранением отходов?,32,0.7047,0.7,0.0,0.0,"3.2 Участие в разработке проектов строительства, эксплуатации, реконструкции,  консервации  и  ликвидации  объектов  по  добыче  полезных ископаемых."
10,В чем разница между накоплением и хранением отходов?,33,0.7322,0.0,0.0,0.73,Общие положения
10,В чем разница между накоплением и хранением отходов?,34,0.72,0.0,0.0,0.72,5 Правила работы с файлами
10,В чем разница между накоплением и хранением отходов?,35,0.711,0.0,0.0,0.71,ИН-01-ПОО
10,В чем разница между накоплением и хранением отходов?,36,0.711,0.0,0.0,0.71,Инструкция о порядке обращения с отходами производства и потребления АО «ВолгоградНИПИнефть» «ИН-01-ПОО»
10,В чем разница между накоплением и хранением отходов?,37,0.7084,0.0,0.0,0.71,С производственными службами Заказчика по строительству и обустройству месторождений:
10,В чем разница между накоплением и хранением отходов?,38,0.7048,0.0,0.0,0.7,Приложение 3. Перечень программного обеспечения
10,В чем разница между накоплением и хранением отходов?,39,0.7047,0.0,0.63,0.7,Приложение 4. Перечень документированной информации отдела
10,В чем разница между накоплением и хранением отходов?,40,0.7009,0.0,0.0,0.7,Сводный реестр экологических аспектов
10,В чем разница между накоплением и хранением отходов?,41,0.6985,0.0,0.0,0.7,Приложение 1 Перечень документированной информации
10,В чем разница между накоплением и хранением отходов?,42,0.6977,0.0,0.0,0.7,Внутреннего трудового распорядка АО «ВолгоградНИПИнефть»
10,В чем разница между накоплением и хранением отходов?,43,0.6965,0.0,0.0,0.7,Итоговый реестр существенных экологических аспектов
10,В чем разница между накоплением и хранением отходов?,44,0.6959,0.0,0.0,0.7,3 Задачи
10,В чем разница между накоплением и хранением отходов?,45,0.6958,0.0,0.0,0.7,6 Идентификация и оценка рисков
10,В чем разница между накоплением и хранением отходов?,46,0.6952,0.0,0.0,0.7,Приложение 3. Кадровая документация отдела
10,В чем разница между накоплением и хранением отходов?,47,0.695,0.0,0.0,0.69,7 Приемка материалов по окончании полевых работ
10,В чем разница между накоплением и хранением отходов?,48,0.6943,0.0,0.0,0.69,Организация договорной работы
10,В чем разница между накоплением и хранением отходов?,49,0.6931,0.0,0.0,0.69,ИН-15-РегАрх
10,В чем разница между накоплением и хранением отходов?,50,0.6931,0.0,0.0,0.69,ИНСТРУКЦИЯ Регистрация и архивирование источников информации «ИН-15-РегАрх»
10,В чем разница между накоплением и хранением отходов?,51,0.6928,0.0,0.0,0.69,Порядок работы
10,В чем разница между накоплением и хранением отходов?,52,0.6924,0.0,0.0,0.69,ИН-20-ДО
10,В чем разница между накоплением и хранением отходов?,53,0.6924,0.0,0.0,0.69,ИНСТРУКЦИЯ Организация работ по документообороту «ИН-20-ДО»
10,В чем разница между накоплением и хранением отходов?,54,0.6906,0.0,0.0,0.69,10 Завершающая стадия
10,В чем разница между накоплением и хранением отходов?,55,0.6904,0.0,0.0,0.69,4 Функции
10,В чем разница между накоплением и хранением отходов?,56,0.6892,0.0,0.0,0.69,3 ОСНОВНЫЕ ФУНКЦИИ МАРКШЕЙДЕРСКО-ГЕОДЕЗИЧЕСКОЙ СЛУЖБЫ
10,В чем разница между накоплением и хранением отходов?,57,0.6889,0.0,0.0,0.69,1 ОБЩИЕ ПОЛОЖЕНИЯ
10,В чем разница между накоплением и хранением отходов?,58,0.6889,0.0,0.0,0.69,Приложение 4. Перечень программного обеспечения отдела
10,В чем разница между накоплением и хранением отходов?,59,0.6872,0.0,0.0,0.69,С отделом бурения Общества
10,В чем разница между накоплением и хранением отходов?,60,0.6863,0.0,0.0,0.69,При этом проверяются:
10,В чем разница между накоплением и хранением отходов?,61,0.6863,0.0,0.0,0.69,2 Оборудование
10,В чем разница между накоплением и хранением отходов?,62,0.6862,0.0,0.0,0.69,3 Задачи
10,В чем разница между накоплением и хранением отходов?,63,0.6837,0.0,0.0,0.68,1 Назначение
10,В чем разница между накоплением и хранением отходов?,64,0.6834,0.0,0.0,0.68,8 Срок и режим командировки
10,В чем разница между накоплением и хранением отходов?,65,0.6831,0.0,0.0,0.68,О группе охраны окружающей среды отдела бурения и «ПЛ-12-ГООС»
10,В чем разница между накоплением и хранением отходов?,66,0.6831,0.0,0.0,0.68,ПЛ-12 -ГООС
10,В чем разница между накоплением и хранением отходов?,67,0.6829,0.0,0.0,0.68,1 Назначение
10,В чем разница между накоплением и хранением отходов?,68,0.6825,0.0,0.0,0.68,Приложение Б. Информационный лист проекта
10,В чем разница между накоплением и хранением отходов?,69,0.6825,0.0,0.0,0.68,3 Правила работы с каталогами текущих проектов:
10,В чем разница между накоплением и хранением отходов?,70,0.6823,0.0,0.0,0.68,8 Контроль и приемка камеральных работ
10,В чем разница между накоплением и хранением отходов?,71,0.6809,0.0,0.0,0.68,4 Функции
10,В чем разница между накоплением и хранением отходов?,72,0.6809,0.0,0.0,0.68,"6 Оценка, выбор и переоценка поставщиков."
10,В чем разница между накоплением и хранением отходов?,73,0.6808,0.0,0.0,0.68,P:\\\\Информация…
10,В чем разница между накоплением и хранением отходов?,74,0.7994,0.0,0.8,0.68,Идентификация экологических аспектов
10,В чем разница между накоплением и хранением отходов?,75,0.6805,0.0,0.0,0.68,9 Окончание работ. Отчет о командировке
10,В чем разница между накоплением и хранением отходов?,76,0.6798,0.0,0.0,0.68,Приложение 5. Перечень программного обеспечения отдела
10,В чем разница между накоплением и хранением отходов?,77,0.6797,0.0,0.0,0.68,Рабочее время и его использование
10,В чем разница между накоплением и хранением отходов?,78,0.6789,0.0,0.0,0.68,Внутреннего трудового распорядка АО «ВолгоградНИПИнефть»
10,В чем разница между накоплением и хранением отходов?,79,0.6787,0.0,0.0,0.68,Приложение Г
10,В чем разница между накоплением и хранением отходов?,80,0.6783,0.0,0.0,0.68,ПЛ-07-УИСМ
10,В чем разница между накоплением и хранением отходов?,81,0.6783,0.0,0.0,0.68,ПОЛОЖЕНИЕ об уполномоченном по интегрированной системе менеджмента в отделе геологии «ПЛ-07-УИСМ»
10,В чем разница между накоплением и хранением отходов?,82,0.678,0.0,0.0,0.68,4 Функции
10,В чем разница между накоплением и хранением отходов?,83,0.6778,0.0,0.0,0.68,9 Составление технического отчета по выполненным работам
10,В чем разница между накоплением и хранением отходов?,84,0.6778,0.0,0.0,0.68,2 Структура
10,В чем разница между накоплением и хранением отходов?,85,0.6761,0.0,0.0,0.68,Приложение 5. Шаблоны бланков документированной информации отдела.
10,В чем разница между накоплением и хранением отходов?,86,0.7776,0.0,0.78,0.0,"8 Мониторинг, измерения, анализ и оценивание"
10,В чем разница между накоплением и хранением отходов?,87,0.7499,0.0,0.75,0.0,"4.6 В течение двух рабочих дней с момента подписания приказа, работнику выдается SIM-карта под подпись и (при необходимости) мобильный аппарат по акту приема-передачи по форме указанной в Приложении В. Возврат по форме в Приложении Г."
10,В чем разница между накоплением и хранением отходов?,88,0.742,0.0,0.74,0.0,7.2 Средства корпоративной мобильной связи (SIM-карта и/или мобильный аппарат) передаются работнику по акту приема-передачи. В день увольнения работник обязан вернуть SIM-карту и/или мобильный аппарат по акту приема-передачи материальных ценностей и/или переоформить SIM-карту в личное пользование.
10,В чем разница между накоплением и хранением отходов?,89,0.7309,0.0,0.73,0.0,"6.1 Ненадлежащее и несвоевременное выполнение задач и функций, предусмотренных настоящим положением."
10,В чем разница между накоплением и хранением отходов?,90,0.7191,0.0,0.72,0.0,1.3 В своей деятельности Отдел руководствуется:
10,В чем разница между накоплением и хранением отходов?,91,0.7149,0.0,0.71,0.0,"5.1 Трудовой договор, дополнительное соглашение к трудовому договору, предусматривающие выполнение работником трудовой функции дистанционно, а также внесение изменений в эти договоры (дополнительные соглашения к трудовым договорам) и их расторжение могут заключаться путем обмена между работником (лицом, поступающим на работу) и работодателем электронными документами, а также путем личной подписи. В случае обмена между работником и работодателем электронного документооборота используются усиленная квалифицированная электронная подпись работодателя и усиленная квалифицированная электронная подпись или усиленная неквалифицированная электронная подпись работника в соответствии с законодательством Российской Федерации об электронной подписи."
10,В чем разница между накоплением и хранением отходов?,92,0.6802,0.0,0.68,0.0,СОГЛАСОВАНО:
10,В чем разница между накоплением и хранением отходов?,93,0.6765,0.0,0.68,0.0,3 Общие положения
10,В чем разница между накоплением и хранением отходов?,94,0.676,0.0,0.68,0.0,"5.4 Требовать от сотрудников Института оказания содействия в исполнении им задач и функций, предусмотренных настоящим положением."
10,В чем разница между накоплением и хранением отходов?,95,0.665,0.0,0.67,0.0,"4.8 Обоснование стоимости работ по договорам, тендерам и иные расчеты к ним."
10,В чем разница между накоплением и хранением отходов?,96,0.6574,0.0,0.66,0.0,2.4 Сотрудники Отдела назначаются на должности и освобождаются от должностей приказом генерального директора по представлению начальника Отдела.
10,В чем разница между накоплением и хранением отходов?,97,0.6545,0.0,0.65,0.0,2.3 Структуру и штатную численность Отдела утверждает генеральный директор Института исходя из условий и особенностей деятельности Института по представлению заместителя генерального директора по общим вопросам (см. Приложение 1).
10,В чем разница между накоплением и хранением отходов?,98,0.6539,0.0,0.65,0.0,4 Система оплаты труда
10,В чем разница между накоплением и хранением отходов?,99,0.6499,0.0,0.65,0.0,1 Назначение
10,В чем разница между накоплением и хранением отходов?,100,0.6397,0.0,0.64,0.0,"3.1 Организация преддоговорной и договорной работы, участие в подготовке теной предложений."
10,В чем разница между накоплением и хранением отходов?,101,0.6392,0.0,0.64,0.0,3.2 В целях обеспечения прав и свобод человека и гражданина работодатель и его представители при обработке персональных данных работника обязаны соблюдать следующие общие требования:
10,В чем разница между накоплением и хранением отходов?,102,0.6345,0.0,0.63,0.0,1.2 Отдел создается и ликвидируется приказом генерального директора Института.
10,В чем разница между накоплением и хранением отходов?,103,0.6329,0.0,0.63,0.0,"4 Термины, обозначения"
10,В чем разница между накоплением и хранением отходов?,104,0.6314,0.0,0.63,0.0,1.5 Средства мобильной связи предоставляются сотруднику в целях повышения эффективности управления и оперативного обмена информацией.
10,В чем разница между накоплением и хранением отходов?,105,0.6309,0.0,0.63,0.0,4.1 Термины и определения:
10,В чем разница между накоплением и хранением отходов?,106,0.6298,0.0,0.63,0.0,3 Нормативные ссылки
10,В чем разница между накоплением и хранением отходов?,107,0.6298,0.0,0.63,0.0,"3.12 Предотвращать непреднамеренное использование устаревших документов и определенным образом обозначает их в случаях, когда они сохраняются в каких-либо целях"
10,В чем разница между накоплением и хранением отходов?,108,0.6291,0.0,0.63,0.0,"3.1 В порядке исключения , работы/услуги, предусмотренные РД, могут быть оплачены, не дожидаясь его подписания. Оплата производится главным бухгалой на основании счета исполнителя."
10,В чем разница между накоплением и хранением отходов?,109,0.6279,0.0,0.63,0.0,4.1 Готовить проекты документов в рамках своей деятельности и предоставлять их на рассмотрение руководства.
10,В чем разница между накоплением и хранением отходов?,110,0.6188,0.0,0.62,0.0,1 Общие положения. Контроль качества приемки работ
10,В чем разница между накоплением и хранением отходов?,111,0.6173,0.0,0.62,0.0,Приложение В
10,В чем разница между накоплением и хранением отходов?,112,0.6146,0.0,0.61,0.0,"3.3 Корпоративный мобильный аппарат -  беспроводной  цифровой телефонный аппарат стандарта GSM, принадлежащий Институту и выданный сотруднику  по  Акту  приема-передачи  для  пользования  корпоративной  мобильной связью."
10,В чем разница между накоплением и хранением отходов?,113,0.6133,0.0,0.61,0.0,"4.1 Вносить на рассмотрение руководства предложения по улучшению деятельности,  связанной  с  предусмотренными  настоящим  положением  обязанностями."
10,В чем разница между накоплением и хранением отходов?,114,0.6122,0.0,0.61,0.0,"Оформление договоров на выполнение работ, оказание услуг"
10,В чем разница между накоплением и хранением отходов?,115,0.6105,0.0,0.61,0.0,СОГЛАСОВАНО:
10,В чем разница между накоплением и хранением отходов?,116,0.608,0.0,0.61,0.0,6.8 В этом случае дистанционному работнику выплачивается компенсация за использование принадлежащего ему или арендованного им оборудования. Размер компенсации согласовывается в трудовом договоре или в дополнительном соглашении генеральным директором.
10,В чем разница между накоплением и хранением отходов?,117,0.6061,0.0,0.61,0.0,"6.1 В качестве документального подтверждения расходов на корпоративную мобильную связь ответственное лицо организует получение от оператора, предоставляющего мобильную связь, детализации звонков по всем корпоративным номерам, используемым в Институте."
10,В чем разница между накоплением и хранением отходов?,118,0.6051,0.0,0.61,0.0,Приложение 2 Перечень внутренней документации ИСМ отдела
10,В чем разница между накоплением и хранением отходов?,119,0.6045,0.0,0.6,0.0,Компьютерная справочная правовая система ГАРАНТ
10,В чем разница между накоплением и хранением отходов?,120,0.6031,0.0,0.6,0.0,7 Материальная помощь
10,В чем разница между накоплением и хранением отходов?,121,0.6017,0.0,0.6,0.0,7.10
10,В чем разница между накоплением и хранением отходов?,122,0.8277,0.83,0.52,0.5,"4 Термины, обозначения, сокращения"
10,В чем разница между накоплением и хранением отходов?,123,0.825,0.82,0.51,0.79,6 Порядок накопления отходов
10,В чем разница между накоплением и хранением отходов?,124,0.825,0.82,0.51,0.79,6 Порядок накопления отходов
10,В чем разница между накоплением и хранением отходов?,125,0.7992,0.8,0.0,0.74,7 Порядок учета отходов
10,В чем разница между накоплением и хранением отходов?,126,0.7717,0.77,0.0,0.77,8 Требования к транспортированию отходов
10,В чем разница между накоплением и хранением отходов?,127,0.7467,0.75,0.0,0.74,9 Требования к передаче отходов сторонним специализированным организациям
10,В чем разница между накоплением и хранением отходов?,128,0.7359,0.74,0.52,0.7,3 Нормативные ссылки
10,В чем разница между накоплением и хранением отходов?,129,0.8061,0.73,0.0,0.81,10 Безопасное обращение с отходами
10,В чем разница между накоплением и хранением отходов?,130,0.741,0.72,0.52,0.74,1 Назначение
10,В чем разница между накоплением и хранением отходов?,131,0.711,0.68,0.55,0.71,Инструкция о порядке обращения с отходами производства и потребления АО «ВолгоградНИПИнефть» «ИН-01-ПОО»
10,В чем разница между накоплением и хранением отходов?,132,0.7468,0.66,0.0,0.75,12 Ответственность
10,В чем разница между накоплением и хранением отходов?,133,0.7602,0.65,0.0,0.76,5 Основные положения
10,В чем разница между накоплением и хранением отходов?,134,0.774,0.65,0.0,0.77,11 Контроль
10,В чем разница между накоплением и хранением отходов?,135,0.6468,0.65,0.0,0.64,Лист регистрации изменений
10,В чем разница между накоплением и хранением отходов?,136,0.6263,0.61,0.0,0.63,2 Область применения
10,В чем разница между накоплением и хранением отходов?,137,0.6052,0.6,0.0,0.61,СОГЛАСОВАНО:
11,В чем разница между накоплением и хранением отходов?,1,0.8277,0.83,0.0,0.0,"4 Термины, обозначения, сокращения"
11,В чем разница между накоплением и хранением отходов?,2,0.825,0.82,0.8,0.79,6 Порядок накопления отходов
11,В чем разница между накоплением и хранением отходов?,3,0.825,0.82,0.63,0.79,6 Порядок накопления отходов
11,В чем разница между накоплением и хранением отходов?,4,0.7992,0.8,0.0,0.74,7 Порядок учета отходов
11,В чем разница между накоплением и хранением отходов?,5,0.8061,0.78,0.69,0.81,10.2 Способы  накопления  отходов  и  их  передачи  сторонним  организациям  должны исключать возможность загрязнения окружающей территории.
11,В чем разница между накоплением и хранением отходов?,6,0.778,0.78,0.64,0.77,"11.1 При накоплении и передаче отходов специализированным лицензированным организациям должны соблюдаться действующие экологические, санитарноэпидемиологические, технические нормы и правила обращения с отходами."
11,В чем разница между накоплением и хранением отходов?,7,0.7717,0.77,0.0,0.77,8 Требования к транспортированию отходов
11,В чем разница между накоплением и хранением отходов?,8,0.7596,0.76,0.0,0.75,"12.2 За нарушение учета образования, накопления и передачи отходов, за несвоевременное  заключение  договоров  на  утилизацию,  обезвреживание  и/или размещение отходов и их выполнение отвечают ОВЭО и заместитель генерального директора по общим вопросам."
