session_index,question,rank_in_log,score,dense_score,sparse_score,sum_score,title
35,Какие задачи у финансового отдела?,61,0.4862,0.0,0.0,0.75,6 Ответственность
35,Какие задачи у финансового отдела?,62,0.4844,0.0,0.0,0.75,2 Область применения
35,Какие задачи у финансового отдела?,63,0.4844,0.0,0.0,0.75,СОГЛАСОВАНО:
35,Какие задачи у финансового отдела?,64,0.4842,0.0,0.0,0.74,7 Организация и стадии выполнения проектных работ
35,Какие задачи у финансового отдела?,65,0.4828,0.0,0.0,0.74,9 Окончание работ. Отчет о командировке
35,Какие задачи у финансового отдела?,66,0.4825,0.0,0.0,0.74,6 Ответственность
35,Какие задачи у финансового отдела?,67,0.482,0.0,0.0,0.74,6 Ответственность
35,Какие задачи у финансового отдела?,68,0.4818,0.0,0.0,0.74,С отделом бурения Общества
35,Какие задачи у финансового отдела?,69,0.4815,0.0,0.0,0.74,СОГЛАСОВАНО:
36,Куда нужно класть файлы при регистрации архивов?,1,0.2213,0.74,0.0,0.0,решений
36,Куда нужно класть файлы при регистрации архивов?,2,0.2199,0.73,0.0,0.0,4 Права доступа к каталогам
36,Куда нужно класть файлы при регистрации архивов?,3,0.6816,0.73,0.0,0.71,"Порядок приемки, регистрации и архивирования источников информации."
36,Куда нужно класть файлы при регистрации архивов?,4,0.2162,0.72,0.0,0.0,Лист регистрации изменений
36,Куда нужно класть файлы при регистрации архивов?,5,0.2162,0.72,0.0,0.0,Лист регистрации изменений
36,Куда нужно класть файлы при регистрации архивов?,6,0.2162,0.72,0.0,0.0,Лист регистрации изменений
36,Куда нужно класть файлы при регистрации архивов?,7,0.2162,0.72,0.0,0.0,Лист регистрации изменений
36,Куда нужно класть файлы при регистрации архивов?,8,0.2162,0.72,0.0,0.0,Лист регистрации изменений
36,Куда нужно класть файлы при регистрации архивов?,9,0.2162,0.72,0.0,0.0,Лист регистрации изменений
36,Куда нужно класть файлы при регистрации архивов?,10,0.2162,0.72,0.0,0.0,Лист регистрации изменений
36,Куда нужно класть файлы при регистрации архивов?,11,0.2162,0.72,0.0,0.0,Лист регистрации изменений
36,Куда нужно класть файлы при регистрации архивов?,12,0.2162,0.72,0.0,0.0,Лист регистрации изменений
36,Куда нужно класть файлы при регистрации архивов?,13,0.2162,0.72,0.0,0.0,Лист регистрации изменений
36,Куда нужно класть файлы при регистрации архивов?,14,0.2162,0.72,0.0,0.0,Лист регистрации изменений
36,Куда нужно класть файлы при регистрации архивов?,15,0.2162,0.72,0.0,0.0,Лист регистрации изменений
36,Куда нужно класть файлы при регистрации архивов?,16,0.2162,0.72,0.0,0.0,Лист регистрации изменений
36,Куда нужно класть файлы при регистрации архивов?,17,0.2162,0.72,0.0,0.0,Лист регистрации изменений
36,Куда нужно класть файлы при регистрации архивов?,18,0.66,0.72,0.0,0.68,P:\\\\Информация…
36,Куда нужно класть файлы при регистрации архивов?,19,0.6542,0.71,0.0,0.68,6 Порядок накопления отходов
36,Куда нужно класть файлы при регистрации архивов?,20,0.6548,0.71,0.0,0.68,6 Порядок накопления отходов
36,Куда нужно класть файлы при регистрации архивов?,21,0.6604,0.7,0.0,0.69,Определения и сокращения
36,Куда нужно класть файлы при регистрации архивов?,22,0.2113,0.7,0.0,0.0,6 Управление внутренними документами
36,Куда нужно класть файлы при регистрации архивов?,23,0.2109,0.7,0.0,0.0,5 ПРАВА
36,Куда нужно класть файлы при регистрации архивов?,24,0.2104,0.7,0.0,0.0,5 Права
36,Куда нужно класть файлы при регистрации архивов?,25,0.2104,0.7,0.0,0.0,5 Права
36,Куда нужно класть файлы при регистрации архивов?,26,0.2102,0.7,0.0,0.0,4 Права
36,Куда нужно класть файлы при регистрации архивов?,27,0.21,0.7,0.0,0.0,Таблица 1
36,Куда нужно класть файлы при регистрации архивов?,28,0.2099,0.7,0.0,0.0,7 Реестр рисков
36,Куда нужно класть файлы при регистрации архивов?,29,0.2099,0.7,0.0,0.0,7 Реестр рисков
36,Куда нужно класть файлы при регистрации архивов?,30,0.2099,0.7,0.0,0.0,7 Реестр рисков
36,Куда нужно класть файлы при регистрации архивов?,31,0.2098,0.7,0.0,0.0,3 Обработка персональных данных
36,Куда нужно класть файлы при регистрации архивов?,32,0.6619,0.7,0.0,0.7,ИНСТРУКЦИЯ Регистрация и архивирование источников информации «ИН-15-РегАрх»
36,Куда нужно класть файлы при регистрации архивов?,33,0.2094,0.7,0.0,0.0,Приложение В
36,Куда нужно класть файлы при регистрации архивов?,34,0.2094,0.7,0.0,0.0,Приложение В
36,Куда нужно класть файлы при регистрации архивов?,35,0.2094,0.7,0.0,0.0,Приложение В
36,Куда нужно класть файлы при регистрации архивов?,36,0.2092,0.7,0.0,0.0,7 Порядок учета отходов
36,Куда нужно класть файлы при регистрации архивов?,37,0.2072,0.69,0.0,0.0,5 Защита персональных данных
36,Куда нужно класть файлы при регистрации архивов?,38,0.2072,0.69,0.0,0.0,5 Защита персональных данных
36,Куда нужно класть файлы при регистрации архивов?,39,0.6433,0.69,0.0,0.67,"4 Термины, обозначения, сокращения"
36,Куда нужно класть файлы при регистрации архивов?,40,0.2069,0.69,0.0,0.0,Приложение Д
36,Куда нужно класть файлы при регистрации архивов?,41,0.4525,0.0,0.0,0.7,ИН-15-РегАрх
36,Куда нужно класть файлы при регистрации архивов?,42,0.4522,0.0,0.0,0.7,Нормативные ссылки
36,Куда нужно класть файлы при регистрации архивов?,43,0.4502,0.0,0.0,0.69,F:\\\\ !Шаблоны документов\\\\Бланки регистрации
36,Куда нужно класть файлы при регистрации архивов?,44,0.4493,0.0,0.0,0.69,Приложение 4. Перечень документированной информации отдела
36,Куда нужно класть файлы при регистрации архивов?,45,0.4471,0.0,0.0,0.69,Приложение 3. Перечень документированной информации информационно-технического отдела.
36,Куда нужно класть файлы при регистрации архивов?,46,0.4451,0.0,0.0,0.68,Приложение 1 Перечень документированной информации
36,Куда нужно класть файлы при регистрации архивов?,47,0.4441,0.0,0.0,0.68,10 Завершающая стадия
36,Куда нужно класть файлы при регистрации архивов?,48,0.4432,0.0,0.0,0.68,Техническая информация
36,Куда нужно класть файлы при регистрации архивов?,49,0.4431,0.0,0.0,0.68,5 Правила работы с файлами
36,Куда нужно класть файлы при регистрации архивов?,50,0.4412,0.0,0.0,0.68,2 Определения и сокращения
36,Куда нужно класть файлы при регистрации архивов?,51,0.4411,0.0,0.0,0.68,3 Нормативные ссылки
36,Куда нужно класть файлы при регистрации архивов?,52,0.4401,0.0,0.0,0.68,2 Основная часть
36,Куда нужно класть файлы при регистрации архивов?,53,0.4401,0.0,0.0,0.68,3 Задачи
36,Куда нужно класть файлы при регистрации архивов?,54,0.4399,0.0,0.0,0.68,6 Ответственность
36,Куда нужно класть файлы при регистрации архивов?,55,0.4392,0.0,0.0,0.68,Приложение 5. Шаблоны бланков документированной информации отдела.
36,Куда нужно класть файлы при регистрации архивов?,56,0.4389,0.0,0.0,0.68,Отдел несет ответственность за:
36,Куда нужно класть файлы при регистрации архивов?,57,0.4387,0.0,0.0,0.67,Приложение Б. Информационный лист проекта
36,Куда нужно класть файлы при регистрации архивов?,58,0.4378,0.0,0.0,0.67,4 Определения и сокращения
36,Куда нужно класть файлы при регистрации архивов?,59,0.4371,0.0,0.0,0.67,Производственная информация
36,Куда нужно класть файлы при регистрации архивов?,60,0.4371,0.0,0.0,0.67,С производственными службами Заказчика по строительству и обустройству месторождений:
36,Куда нужно класть файлы при регистрации архивов?,61,0.4369,0.0,0.0,0.67,Приложение 6. Формы журналов отдела:
36,Куда нужно класть файлы при регистрации архивов?,62,0.4358,0.0,0.0,0.67,4 Функции
36,Куда нужно класть файлы при регистрации архивов?,63,0.4354,0.0,0.0,0.67,Приложение 3. Кадровая документация отдела
36,Куда нужно класть файлы при регистрации архивов?,64,0.4352,0.0,0.0,0.67,3 Задачи
36,Куда нужно класть файлы при регистрации архивов?,65,0.434,0.0,0.0,0.67,3 Нормативные ссылки
36,Куда нужно класть файлы при регистрации архивов?,66,0.4338,0.0,0.0,0.67,ИН-05-ДР
36,Куда нужно класть файлы при регистрации архивов?,67,0.4338,0.0,0.0,0.67,ИНСТРУКЦИЯ Организация договорной работы «ИН-05-ДР»
36,Куда нужно класть файлы при регистрации архивов?,68,0.4333,0.0,0.0,0.67,3 Нормативные ссылки
36,Куда нужно класть файлы при регистрации архивов?,69,0.433,0.0,0.0,0.67,3 Нормативные ссылки
36,Куда нужно класть файлы при регистрации архивов?,70,0.4328,0.0,0.0,0.67,Приложение 2. Перечень регламентированных процессов информационно-технического отдела.
36,Куда нужно класть файлы при регистрации архивов?,71,0.4325,0.0,0.0,0.67,3 Нормативные ссылки
36,Куда нужно класть файлы при регистрации архивов?,72,0.4324,0.0,0.0,0.67,12 Ответственность
36,Куда нужно класть файлы при регистрации архивов?,73,0.4323,0.0,0.0,0.67,Финансово-учетная документация:
40,В каком документе описан порядок внешних поставок?,1,0.7352,0.77,0.0,0.77,1 Назначение
40,В каком документе описан порядок внешних поставок?,2,0.2307,0.77,0.0,0.0,Порядок работы
40,В каком документе описан порядок внешних поставок?,3,0.7387,0.77,0.0,0.78,3 Нормативные ссылки
40,В каком документе описан порядок внешних поставок?,4,0.758,0.77,0.0,0.81,"7 Порядок действий при внешних поставках для осуществления работ по договорам в офисе Института и внешних поставках, связанных с развитием инфраструктуры и материальных ресурсов Института"
40,В каком документе описан порядок внешних поставок?,5,0.7074,0.76,0.0,0.74,"6 Оценка, выбор и переоценка поставщиков."
40,В каком документе описан порядок внешних поставок?,6,0.2254,0.75,0.0,0.0,Порядок приема и увольнения работников
40,В каком документе описан порядок внешних поставок?,7,0.7065,0.75,0.0,0.74,Примечания
40,В каком документе описан порядок внешних поставок?,8,0.2244,0.75,0.0,0.0,10 Порядок допуска к коммерческой тайне
40,В каком документе описан порядок внешних поставок?,9,0.7153,0.75,0.0,0.76,Приложение 2. Перечень регламентирующих документов
40,В каком документе описан порядок внешних поставок?,10,0.7027,0.74,0.0,0.74,8 Управление исходящей документацией
40,В каком документе описан порядок внешних поставок?,11,0.2232,0.74,0.0,0.0,"Порядок приемки, регистрации и архивирования источников информации."
40,В каком документе описан порядок внешних поставок?,12,0.7005,0.74,0.0,0.74,3 Нормативные ссылки
40,В каком документе описан порядок внешних поставок?,13,0.2221,0.74,0.0,0.0,9 Требования к передаче отходов сторонним специализированным организациям
40,В каком документе описан порядок внешних поставок?,14,0.222,0.74,0.0,0.0,6 Порядок обеспечения дистанционных работников необходимым оборудованием и иными средствами
40,В каком документе описан порядок внешних поставок?,15,0.2208,0.74,0.0,0.0,7 Порядок отнесения сведений к коммерческой тайне
40,В каком документе описан порядок внешних поставок?,16,0.6939,0.74,0.0,0.73,3 Нормативные ссылки
40,В каком документе описан порядок внешних поставок?,17,0.6939,0.73,0.0,0.73,1 Назначение
40,В каком документе описан порядок внешних поставок?,18,0.2192,0.73,0.0,0.0,Приложение 2. Перечень внутренней документации ИСМ отдела
40,В каком документе описан порядок внешних поставок?,19,0.6973,0.73,0.0,0.74,3 Нормативные ссылки
40,В каком документе описан порядок внешних поставок?,20,0.2185,0.73,0.0,0.0,3 Нормативные ссылки
40,В каком документе описан порядок внешних поставок?,21,0.2434,0.73,0.5,0.0,12 Перечень нормативных документов по контролю качества выпускаемой продукции
40,В каком документе описан порядок внешних поставок?,22,0.6942,0.73,0.0,0.73,Приложение 2. Перечень внутренней документации ИСМ отдела
40,В каком документе описан порядок внешних поставок?,23,0.2172,0.72,0.0,0.0,Приложение Б
40,В каком документе описан порядок внешних поставок?,24,0.217,0.72,0.0,0.0,7 Порядок учета отходов
40,В каком документе описан порядок внешних поставок?,25,0.2169,0.72,0.0,0.0,Приложение 2. Перечень внутренней документации
40,В каком документе описан порядок внешних поставок?,26,0.2167,0.72,0.0,0.0,5 Порядок проведения нормоконтроля
40,В каком документе описан порядок внешних поставок?,27,0.2166,0.72,0.0,0.0,8 Срок и режим командировки
40,В каком документе описан порядок внешних поставок?,28,0.2162,0.72,0.0,0.0,Приложение Г
40,В каком документе описан порядок внешних поставок?,29,0.6885,0.72,0.0,0.73,"ПОЛОЖЕНИЕ По организации внутреннего контроля качества и приемки топографо-геодезических, картографических и проектно-изыскательских работ «ПЛ-08-ОВКК»"
40,В каком документе описан порядок внешних поставок?,30,0.6905,0.72,0.0,0.73,3 Нормативные ссылки
40,В каком документе описан порядок внешних поставок?,31,0.2154,0.72,0.0,0.0,6 Порядок накопления отходов
40,В каком документе описан порядок внешних поставок?,32,0.2154,0.72,0.0,0.0,6 Порядок накопления отходов
40,В каком документе описан порядок внешних поставок?,33,0.2153,0.72,0.0,0.0,7 Порядок организации труда дистанционных работников
40,В каком документе описан порядок внешних поставок?,34,0.2153,0.72,0.0,0.0,7 Порядок организации труда дистанционных работников
40,В каком документе описан порядок внешних поставок?,35,0.2152,0.72,0.0,0.0,"8 Верификация поставленной продукции, работ (услуг)"
40,В каком документе описан порядок внешних поставок?,36,0.6948,0.72,0.0,0.74,ЛИСТ СОГЛАСОВАНИЯ ДОГОВОРА
40,В каком документе описан порядок внешних поставок?,37,0.7484,0.72,0.0,0.82,ИНСТРУКЦИЯ Внешние поставки «ИН-01-ВП»
40,В каком документе описан порядок внешних поставок?,38,0.215,0.72,0.0,0.0,3 Задачи
40,В каком документе описан порядок внешних поставок?,39,0.24,0.72,0.5,0.0,3 Нормативные ссылки
40,В каком документе описан порядок внешних поставок?,40,0.2146,0.72,0.0,0.0,8 Требования к транспортированию отходов
40,В каком документе описан порядок внешних поставок?,41,0.0269,0.0,0.54,0.0,"8 Мониторинг, измерения, анализ и оценивание"
40,В каком документе описан порядок внешних поставок?,42,0.0262,0.0,0.52,0.0,Приложение 4. График документооборота АО «ВолгоградНИПИнефть»
40,В каком документе описан порядок внешних поставок?,43,0.0255,0.0,0.51,0.0,6 Нормы и порядок возмещения перерасхода лимита корпоративной мобильной связи
40,В каком документе описан порядок внешних поставок?,44,0.0255,0.0,0.51,0.0,Внутреннего трудового распорядка АО «ВолгоградНИПИнефть»
40,В каком документе описан порядок внешних поставок?,45,0.025,0.0,0.5,0.0,СОГЛАСОВАНО:
40,В каком документе описан порядок внешних поставок?,46,0.025,0.0,0.5,0.0,1 Назначение
40,В каком документе описан порядок внешних поставок?,47,0.025,0.0,0.5,0.0,1 Общие положения
40,В каком документе описан порядок внешних поставок?,48,0.025,0.0,0.5,0.0,Определения и сокращения
40,В каком документе описан порядок внешних поставок?,49,0.025,0.0,0.5,0.0,ПЛ-08-УИСМ
40,В каком документе описан порядок внешних поставок?,50,0.025,0.0,0.5,0.0,Согласовано:
40,В каком документе описан порядок внешних поставок?,51,0.025,0.0,0.5,0.0,3 Общие положения
40,В каком документе описан порядок внешних поставок?,52,0.025,0.0,0.5,0.0,Приложение 2. Перечень внутренней документации договорного отдела
40,В каком документе описан порядок внешних поставок?,53,0.025,0.0,0.5,0.0,4 Система оплаты труда
40,В каком документе описан порядок внешних поставок?,54,0.025,0.0,0.5,0.0,ПОЛОЖЕНИЕ о договорном отделе «ПЛ-05»
40,В каком документе описан порядок внешних поставок?,55,0.025,0.0,0.5,0.0,Приложение Д
40,В каком документе описан порядок внешних поставок?,56,0.025,0.0,0.5,0.0,1 Общие положения
40,В каком документе описан порядок внешних поставок?,57,0.025,0.0,0.5,0.0,Приложение 6. Формы журналов отдела
40,В каком документе описан порядок внешних поставок?,58,0.025,0.0,0.5,0.0,7 Последовательность формирования реестров экологических аспектов
40,В каком документе описан порядок внешних поставок?,59,0.025,0.0,0.5,0.0,2 Определения и сокращения
40,В каком документе описан порядок внешних поставок?,60,0.025,0.0,0.5,0.0,ПЛ-05
40,В каком документе описан порядок внешних поставок?,61,0.025,0.0,0.5,0.0,5 Идентификация всех возможных экологических аспектов
40,В каком документе описан порядок внешних поставок?,62,0.025,0.0,0.5,0.0,ПОЛОЖЕНИЕ Об отделе геологии «ПЛ-07»
40,В каком документе описан порядок внешних поставок?,63,0.025,0.0,0.5,0.0,1 Общие положения
40,В каком документе описан порядок внешних поставок?,64,0.025,0.0,0.5,0.0,ПОЛОЖЕНИЕ Об уполномоченном по интегрированной системе менеджмента в отделе инженерных изысканий «ПЛ-08-УИСМ»
40,В каком документе описан порядок внешних поставок?,65,0.025,0.0,0.5,0.0,Приложение 2 Перечень внутренней документации ИСМ отдела
40,В каком документе описан порядок внешних поставок?,66,0.4974,0.0,0.5,0.73,1 Общие положения
40,В каком документе описан порядок внешних поставок?,67,0.025,0.0,0.5,0.0,ПЛ-07
40,В каком документе описан порядок внешних поставок?,68,0.025,0.0,0.5,0.0,3 Метрологическое обеспечение
40,В каком документе описан порядок внешних поставок?,69,0.025,0.0,0.5,0.0,КОДЕКС этики и служебного поведения работников АО «ВолгоградНИПИнефть» «К-01-ЭСПР»
40,В каком документе описан порядок внешних поставок?,70,0.025,0.0,0.5,0.0,8 Начисление и выплата заработной платы
40,В каком документе описан порядок внешних поставок?,71,0.025,0.0,0.5,0.0,2 Нормативные ссылки
40,В каком документе описан порядок внешних поставок?,72,0.025,0.0,0.5,0.0,При этом проверяются:
40,В каком документе описан порядок внешних поставок?,73,0.025,0.0,0.5,0.0,7 Организация и стадии выполнения проектных работ
40,В каком документе описан порядок внешних поставок?,74,0.025,0.0,0.5,0.0,6 Ответственность
40,В каком документе описан порядок внешних поставок?,75,0.025,0.0,0.5,0.0,Он обязан:
40,В каком документе описан порядок внешних поставок?,76,0.025,0.0,0.5,0.0,Приложение 4. График документооборота АО «ВолгоградНИПИнефть»
40,В каком документе описан порядок внешних поставок?,77,0.5121,0.0,0.5,0.75,Общие положения
40,В каком документе описан порядок внешних поставок?,78,0.025,0.0,0.5,0.0,Согласовано:
40,В каком документе описан порядок внешних поставок?,79,0.5333,0.0,0.0,0.82,ИН-01-ВП
40,В каком документе описан порядок внешних поставок?,80,0.5321,0.0,0.0,0.82,1 Назначение
40,В каком документе описан порядок внешних поставок?,81,0.517,0.0,0.0,0.8,Приложение Д
40,В каком документе описан порядок внешних поставок?,82,0.508,0.0,0.0,0.78,5 Основные положения
40,В каком документе описан порядок внешних поставок?,83,0.5058,0.0,0.0,0.78,2 Область применения
40,В каком документе описан порядок внешних поставок?,84,0.4953,0.0,0.0,0.76,2 Нормативные ссылки
40,В каком документе описан порядок внешних поставок?,85,0.4856,0.0,0.0,0.75,"4 Термины, обозначения, сокращения"
40,В каком документе описан порядок внешних поставок?,86,0.4829,0.0,0.0,0.74,3 Задачи
40,В каком документе описан порядок внешних поставок?,87,0.4796,0.0,0.0,0.74,ПОЛОЖЕНИЕ об отделе делопроизводства и менеджмента качества «ПЛ-20»
40,В каком документе описан порядок внешних поставок?,88,0.4796,0.0,0.0,0.74,ПЛ-20
40,В каком документе описан порядок внешних поставок?,89,0.4764,0.0,0.0,0.73,Организация договорной работы
40,В каком документе описан порядок внешних поставок?,90,0.4763,0.0,0.0,0.73,1 Общие положения
40,В каком документе описан порядок внешних поставок?,91,0.4759,0.0,0.0,0.73,Организация договорной работы
40,В каком документе описан порядок внешних поставок?,92,0.4758,0.0,0.0,0.73,2 Область применения
40,В каком документе описан порядок внешних поставок?,93,0.4755,0.0,0.0,0.73,"7 Выполнение работ, оказание услуг"
40,В каком документе описан порядок внешних поставок?,94,0.4754,0.0,0.0,0.73,АО «ВолгоградНИПИнефть»
40,В каком документе описан порядок внешних поставок?,95,0.4741,0.0,0.0,0.73,ИНСТРУКЦИЯ По подготовке тендерного предложения «ИН-01-ПТП»
40,В каком документе описан порядок внешних поставок?,96,0.4741,0.0,0.0,0.73,ИН-01-ПТП
40,В каком документе описан порядок внешних поставок?,97,0.4729,0.0,0.0,0.73,ПЛ-08-ОВКК
40,В каком документе описан порядок внешних поставок?,98,0.4725,0.0,0.0,0.73,Организация договорной работы
40,В каком документе описан порядок внешних поставок?,99,0.4723,0.0,0.0,0.73,1 Общие положения
40,В каком документе описан порядок внешних поставок?,100,0.472,0.0,0.0,0.73,1 Назначение
41,Где прописаны правила командировок?,1,0.7525,0.79,0.0,0.79,8 Срок и режим командировки
41,Где прописаны правила командировок?,2,0.7457,0.78,0.0,0.79,7 Организация работы командированного сотрудника
41,Где прописаны правила командировок?,3,0.7478,0.78,0.0,0.79,Приложение А
41,Где прописаны правила командировок?,4,0.7307,0.77,0.0,0.77,5 Бюджет командировки
41,Где прописаны правила командировок?,5,0.7215,0.76,0.0,0.76,1 Назначение
41,Где прописаны правила командировок?,6,0.729,0.75,0.0,0.77,9 Окончание работ. Отчет о командировке
41,Где прописаны правила командировок?,7,0.2262,0.75,0.0,0.0,Порядок приема и увольнения работников
41,Где прописаны правила командировок?,8,0.719,0.75,0.0,0.76,10 Отмена командировки
41,Где прописаны правила командировок?,9,0.7507,0.75,0.0,0.81,Приложение Г
41,Где прописаны правила командировок?,10,0.7237,0.75,0.0,0.77,ПОЛОЖЕНИЕ О командировках в АО «ВолгоградНИПИнефть» «ПЛ-13-К»
41,Где прописаны правила командировок?,11,0.7297,0.74,0.0,0.78,4 Командировки
41,Где прописаны правила командировок?,12,0.6884,0.74,0.0,0.72,Порядок работы
41,Где прописаны правила командировок?,13,0.2188,0.73,0.0,0.0,Организация договорной работы
41,Где прописаны правила командировок?,14,0.2188,0.73,0.0,0.0,Организация договорной работы
41,Где прописаны правила командировок?,15,0.2188,0.73,0.0,0.0,Организация договорной работы
41,Где прописаны правила командировок?,16,0.2168,0.72,0.0,0.0,Заключительные положения
41,Где прописаны правила командировок?,17,0.2164,0.72,0.0,0.0,8 Требования к транспортированию отходов
41,Где прописаны правила командировок?,18,0.2162,0.72,0.0,0.0,"Порядок приемки, регистрации и архивирования источников информации."
41,Где прописаны правила командировок?,19,0.216,0.72,0.0,0.0,3 Нормативные ссылки
41,Где прописаны правила командировок?,20,0.6851,0.72,0.0,0.72,Приложение 2. Перечень внутренней документации ИСМ отдела
41,Где прописаны правила командировок?,21,0.7322,0.72,0.0,0.8,6 Организация командировки
41,Где прописаны правила командировок?,22,0.7135,0.72,0.0,0.77,ПЛ-13-К
41,Где прописаны правила командировок?,23,0.2148,0.72,0.0,0.0,3 Нормативные ссылки
41,Где прописаны правила командировок?,24,0.2147,0.72,0.0,0.0,Приложение 2 Исходные данные для составления смет.
41,Где прописаны правила командировок?,25,0.2145,0.72,0.0,0.0,"4 Термины, обозначения, сокращения"
41,Где прописаны правила командировок?,26,0.2141,0.71,0.0,0.0,3 Нормативные ссылки
41,Где прописаны правила командировок?,27,0.2141,0.71,0.0,0.0,Ответственность работников за нарушение трудовой дисциплины
41,Где прописаны правила командировок?,28,0.2138,0.71,0.0,0.0,2 Нормативные ссылки
41,Где прописаны правила командировок?,29,0.6807,0.71,0.0,0.72,1 Назначение
41,Где прописаны правила командировок?,30,0.2133,0.71,0.0,0.0,3 Нормативные ссылки
41,Где прописаны правила командировок?,31,0.6816,0.71,0.0,0.72,Приложение Б
41,Где прописаны правила командировок?,32,0.213,0.71,0.0,0.0,"2 ОСНОВНЫЕ ОБЯЗАННОСТИ, ПРИНЦИПЫ И ПРАВИЛА СЛУЖЕБНОГО ПОВЕДЕНИЯ РАБОТНИКОВ"
41,Где прописаны правила командировок?,33,0.213,0.71,0.0,0.0,1 Назначение
41,Где прописаны правила командировок?,34,0.2129,0.71,0.0,0.0,Приложение 3. Кадровая документация отдела
41,Где прописаны правила командировок?,35,0.2128,0.71,0.0,0.0,Нормативные ссылки
41,Где прописаны правила командировок?,36,0.2128,0.71,0.0,0.0,3 Нормативные ссылки
41,Где прописаны правила командировок?,37,0.6791,0.71,0.0,0.72,1 Назначение
41,Где прописаны правила командировок?,38,0.2126,0.71,0.0,0.0,3 Нормативные ссылки
41,Где прописаны правила командировок?,39,0.2124,0.71,0.0,0.0,1 Назначение
41,Где прописаны правила командировок?,40,0.6864,0.71,0.0,0.73,8 Управление исходящей документацией
41,Где прописаны правила командировок?,41,0.5257,0.0,0.0,0.81,2 Нормативные ссылки
41,Где прописаны правила командировок?,42,0.5171,0.0,0.0,0.8,1 Общие положения
41,Где прописаны правила командировок?,43,0.5113,0.0,0.0,0.79,3 Термины и определения
41,Где прописаны правила командировок?,44,0.5019,0.0,0.0,0.77,Приложение Б
41,Где прописаны правила командировок?,45,0.4967,0.0,0.0,0.76,СОГЛАСОВАНО:
41,Где прописаны правила командировок?,46,0.4896,0.0,0.0,0.75,Приложение В
41,Где прописаны правила командировок?,47,0.4816,0.0,0.0,0.74,Общие положения
41,Где прописаны правила командировок?,48,0.476,0.0,0.0,0.73,Назначение и область применения
41,Где прописаны правила командировок?,49,0.4758,0.0,0.0,0.73,1 Общие положения
41,Где прописаны правила командировок?,50,0.4735,0.0,0.0,0.73,2 Область применения
41,Где прописаны правила командировок?,51,0.4723,0.0,0.0,0.73,ИНСТРУКЦИЯ Внешние поставки «ИН-01-ВП»
41,Где прописаны правила командировок?,52,0.4723,0.0,0.0,0.73,ИН-01-ВП
41,Где прописаны правила командировок?,53,0.4698,0.0,0.0,0.72,6 Управление внутренними документами
41,Где прописаны правила командировок?,54,0.4697,0.0,0.0,0.72,Приложение 1 Перечень должностных инструкций полевой партии
41,Где прописаны правила командировок?,55,0.4684,0.0,0.0,0.72,2 Область применения
41,Где прописаны правила командировок?,56,0.4683,0.0,0.0,0.72,5 Правила работы с файлами
41,Где прописаны правила командировок?,57,0.4681,0.0,0.0,0.72,1 Общие положения
41,Где прописаны правила командировок?,58,0.4679,0.0,0.0,0.72,2 Область применения
41,Где прописаны правила командировок?,59,0.4672,0.0,0.0,0.72,2 Область применения
41,Где прописаны правила командировок?,60,0.4661,0.0,0.0,0.72,1 Назначение
41,Где прописаны правила командировок?,61,0.466,0.0,0.0,0.72,Приложение 6. Формы журналов отдела:
41,Где прописаны правила командировок?,62,0.4657,0.0,0.0,0.72,1 Общие положения
45,Какие задачи у финансового отдела?,1,0.2399,0.8,0.0,0.0,Приложение 1. Структура отдела
45,Какие задачи у финансового отдела?,2,0.2399,0.8,0.0,0.0,Приложение 1. Структура отдела
45,Какие задачи у финансового отдела?,3,0.7377,0.8,0.0,0.77,Приложение 1. Структура отдела
45,Какие задачи у финансового отдела?,4,0.2399,0.8,0.0,0.0,Приложение 1. Структура отдела
45,Какие задачи у финансового отдела?,5,0.7437,0.79,0.0,0.78,ПОЛОЖЕНИЕ Об учетно-финансовом отделе «ПЛ-13»
45,Какие задачи у финансового отдела?,6,0.2354,0.78,0.0,0.0,Приложение 5. Перечень программного обеспечения отдела
45,Какие задачи у финансового отдела?,7,0.2354,0.78,0.0,0.0,Приложение 5. Перечень программного обеспечения отдела
45,Какие задачи у финансового отдела?,8,0.2348,0.78,0.0,0.0,Приложение 3. Перечень программного обеспечения отдела
45,Какие задачи у финансового отдела?,9,0.7343,0.78,0.0,0.77,Приложение 4. График документооборота АО «ВолгоградНИПИнефть»
45,Какие задачи у финансового отдела?,10,0.2323,0.77,0.0,0.0,Отдел имеет право:
45,Какие задачи у финансового отдела?,11,0.2323,0.77,0.0,0.0,Отдел имеет право:
45,Какие задачи у финансового отдела?,12,0.2323,0.77,0.0,0.0,Отдел имеет право:
45,Какие задачи у финансового отдела?,13,0.7142,0.77,0.0,0.74,Отдел имеет право:
45,Какие задачи у финансового отдела?,14,0.7273,0.77,0.0,0.76,Приложение 2. Перечень внутренней документации ИСМ отдела
45,Какие задачи у финансового отдела?,15,0.2305,0.77,0.0,0.0,Приложение 4. Перечень документированной информации отдела
45,Какие задачи у финансового отдела?,16,0.7268,0.77,0.0,0.76,Приложение 6. Формы журналов отдела
45,Какие задачи у финансового отдела?,17,0.23,0.77,0.0,0.0,Приложение 3. Перечень регламентированных бизнес-процессов отдела
45,Какие задачи у финансового отдела?,18,0.2299,0.77,0.0,0.0,5 Бюджет командировки
45,Какие задачи у финансового отдела?,19,0.7345,0.76,0.0,0.78,2 Структура
