session_index,question,rank,score,level,number,doc_id,title
34,Какие данные являются персональными?,4,0.8031,1,3,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,3 Обработка персональных данных
34,Какие данные являются персональными?,5,0.796,1,5,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,5 Защита персональных данных
35,Какие задачи у финансового отдела?,1,0.8585,1,3,500e2f88-2aee-47cd-af1f-374bfb07d0c1,3 Задачи
35,Какие задачи у финансового отдела?,2,0.783,1,4,500e2f88-2aee-47cd-af1f-374bfb07d0c1,4 Функции
35,Какие задачи у финансового отдела?,3,0.783,1,4,500e2f88-2aee-47cd-af1f-374bfb07d0c1,4 Функции
35,Какие задачи у финансового отдела?,4,0.7296,1,2,500e2f88-2aee-47cd-af1f-374bfb07d0c1,Приложение 2. Перечень внутренней документации ИСМ отдела
35,Какие задачи у финансового отдела?,5,0.7281,1,2,500e2f88-2aee-47cd-af1f-374bfb07d0c1,2 Структура
35,Какие задачи у финансового отдела?,6,0.7222,1,1,500e2f88-2aee-47cd-af1f-374bfb07d0c1,Приложение 1. Структура отдела
35,Какие задачи у финансового отдела?,7,0.7172,1,4,500e2f88-2aee-47cd-af1f-374bfb07d0c1,Приложение 4. График документооборота АО «ВолгоградНИПИнефть»
35,Какие задачи у финансового отдела?,8,0.7172,1,3,500e2f88-2aee-47cd-af1f-374bfb07d0c1,Приложение 3. Перечень программного обеспечения отдела
35,Какие задачи у финансового отдела?,9,0.71,1,1,500e2f88-2aee-47cd-af1f-374bfb07d0c1,СОГЛАСОВАНО:
35,Какие задачи у финансового отдела?,10,0.7061,1,1,500e2f88-2aee-47cd-af1f-374bfb07d0c1,1 Общие положения
36,Куда нужно класть файлы при регистрации архивов?,1,0.7622,1,2,689ad134-88eb-469c-88cd-35e254e680a3,Лист регистрации изменений
36,Куда нужно класть файлы при регистрации архивов?,2,0.7581,1,3,689ad134-88eb-469c-88cd-35e254e680a3,F:\\\\ !Шаблоны документов\\\\Бланки регистрации
36,Куда нужно класть файлы при регистрации архивов?,4,0.745,1,2,689ad134-88eb-469c-88cd-35e254e680a3,ИНСТРУКЦИЯ Регистрация и архивирование источников информации «ИН-15-РегАрх»
36,Куда нужно класть файлы при регистрации архивов?,5,0.745,1,2,689ad134-88eb-469c-88cd-35e254e680a3,"Порядок приемки, регистрации и архивирования источников информации."
36,Куда нужно класть файлы при регистрации архивов?,6,0.722,1,1,689ad134-88eb-469c-88cd-35e254e680a3,Общие положения
36,Куда нужно класть файлы при регистрации архивов?,7,0.699,1,2,689ad134-88eb-469c-88cd-35e254e680a3,Определения и сокращения
37,Какая структура у каталогов диска P?,1,0.7872,1,2,1381f436-b246-4235-8ac2-f9c7ad474dc8,2 Основная часть
37,Какая структура у каталогов диска P?,2,0.7431,1,4,1381f436-b246-4235-8ac2-f9c7ad474dc8,4 Права доступа к каталогам
37,Какая структура у каталогов диска P?,3,0.7321,1,1,1381f436-b246-4235-8ac2-f9c7ad474dc8,1 Назначение
37,Какая структура у каталогов диска P?,4,0.7307,1,2,1381f436-b246-4235-8ac2-f9c7ad474dc8,РАБОЧАЯ ИНСТРУКЦИЯ Структура каталогов «РИ-10-СтруктКат»
37,Какая структура у каталогов диска P?,5,0.7261,1,3,1381f436-b246-4235-8ac2-f9c7ad474dc8,3 Правила работы с каталогами текущих проектов:
38,Что такое реестр экологических аспектов?,1,0.8897,1,2,b8b54622-18ad-4302-bea0-e53f1fc46da4,Сводный реестр экологических аспектов
38,Что такое реестр экологических аспектов?,2,0.8674,1,2,b8b54622-18ad-4302-bea0-e53f1fc46da4,Итоговый реестр существенных экологических аспектов
38,Что такое реестр экологических аспектов?,3,0.8565,1,7,b8b54622-18ad-4302-bea0-e53f1fc46da4,7 Последовательность формирования реестров экологических аспектов
38,Что такое реестр экологических аспектов?,4,0.8118,1,4,b8b54622-18ad-4302-bea0-e53f1fc46da4,4 Термины и сокращения
38,Что такое реестр экологических аспектов?,5,0.7905,1,6,b8b54622-18ad-4302-bea0-e53f1fc46da4,6 Определение существенного воздействия экологических аспектов на ОС
39,Кому подчиняется полевая партия?,1,0.8406,1,2,82e7835d-d852-4441-819d-51e10c2ec9f2,2 Структура
39,Кому подчиняется полевая партия?,2,0.8303,1,1,82e7835d-d852-4441-819d-51e10c2ec9f2,1 Общие положения
39,Кому подчиняется полевая партия?,3,0.8007,1,6,82e7835d-d852-4441-819d-51e10c2ec9f2,6 Ответственность
39,Кому подчиняется полевая партия?,4,0.7947,1,5,82e7835d-d852-4441-819d-51e10c2ec9f2,5 Права
39,Кому подчиняется полевая партия?,5,0.7702,1,1,82e7835d-d852-4441-819d-51e10c2ec9f2,Приложение 1 Перечень должностных инструкций полевой партии
42,Что будет если превысить лимиты корпоративной мобильной связи?,1,0.8726,1,4,b9d7b363-4f52-4b7e-a1e8-4b0f7b509793,4 Порядок предоставления корпоративной мобильной связи
42,Что будет если превысить лимиты корпоративной мобильной связи?,2,0.8278,1,6,b9d7b363-4f52-4b7e-a1e8-4b0f7b509793,6 Нормы и порядок возмещения перерасхода лимита корпоративной мобильной связи
42,Что будет если превысить лимиты корпоративной мобильной связи?,3,0.8258,1,2,b9d7b363-4f52-4b7e-a1e8-4b0f7b509793,ПОЛОЖЕНИЕ О корпоративной мобильной связи в АО «ВолгоградНИПИнефть» «ПЛ-13-КМС»
42,Что будет если превысить лимиты корпоративной мобильной связи?,4,0.819,1,5,b9d7b363-4f52-4b7e-a1e8-4b0f7b509793,5 Правила пользования корпоративной мобильной связью
42,Что будет если превысить лимиты корпоративной мобильной связи?,5,0.8097,1,Д,b9d7b363-4f52-4b7e-a1e8-4b0f7b509793,Приложение Д
43,Что входит в персональные данные сотрудников?,1,0.8817,1,2,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,2 Понятие и состав персональных данных
43,Что входит в персональные данные сотрудников?,2,0.8212,1,5,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,5 Защита персональных данных
43,Что входит в персональные данные сотрудников?,3,0.8208,1,1,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,1 Общие положения
43,Что входит в персональные данные сотрудников?,4,0.8183,1,5,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,5 Защита персональных данных
43,Что входит в персональные данные сотрудников?,5,0.8164,1,4,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,4 Доступ к персональным данным
44,Какие данные являются персональными?,1,0.8577,1,2,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,2 Понятие и состав персональных данных
44,Какие данные являются персональными?,2,0.8097,1,5,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,5 Защита персональных данных
44,Какие данные являются персональными?,3,0.8048,1,7,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,"7 Ответственность за разглашение конфиденциальной информации, связанной с персональными данными"
44,Какие данные являются персональными?,4,0.8031,1,3,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,3 Обработка персональных данных
44,Какие данные являются персональными?,5,0.796,1,5,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,5 Защита персональных данных
45,Какие задачи у финансового отдела?,1,0.8585,1,3,500e2f88-2aee-47cd-af1f-374bfb07d0c1,3 Задачи
45,Какие задачи у финансового отдела?,2,0.783,1,4,500e2f88-2aee-47cd-af1f-374bfb07d0c1,4 Функции
45,Какие задачи у финансового отдела?,3,0.783,1,4,500e2f88-2aee-47cd-af1f-374bfb07d0c1,4 Функции
45,Какие задачи у финансового отдела?,4,0.7296,1,2,500e2f88-2aee-47cd-af1f-374bfb07d0c1,Приложение 2. Перечень внутренней документации ИСМ отдела
45,Какие задачи у финансового отдела?,5,0.7281,1,2,500e2f88-2aee-47cd-af1f-374bfb07d0c1,2 Структура
45,Какие задачи у финансового отдела?,6,0.7222,1,1,500e2f88-2aee-47cd-af1f-374bfb07d0c1,Приложение 1. Структура отдела
45,Какие задачи у финансового отдела?,7,0.7172,1,4,500e2f88-2aee-47cd-af1f-374bfb07d0c1,Приложение 4. График документооборота АО «ВолгоградНИПИнефть»
45,Какие задачи у финансового отдела?,8,0.7172,1,3,500e2f88-2aee-47cd-af1f-374bfb07d0c1,Приложение 3. Перечень программного обеспечения отдела
45,Какие задачи у финансового отдела?,9,0.71,1,1,500e2f88-2aee-47cd-af1f-374bfb07d0c1,СОГЛАСОВАНО:
45,Какие задачи у финансового отдела?,10,0.7061,1,1,500e2f88-2aee-47cd-af1f-374bfb07d0c1,1 Общие положения
46,Куда нужно класть файлы при регистрации архивов?,1,0.7622,1,2,689ad134-88eb-469c-88cd-35e254e680a3,Лист регистрации изменений
46,Куда нужно класть файлы при регистрации архивов?,2,0.7581,1,3,689ad134-88eb-469c-88cd-35e254e680a3,F:\\\\ !Шаблоны документов\\\\Бланки регистрации
46,Куда нужно класть файлы при регистрации архивов?,4,0.745,1,2,689ad134-88eb-469c-88cd-35e254e680a3,ИНСТРУКЦИЯ Регистрация и архивирование источников информации «ИН-15-РегАрх»
46,Куда нужно класть файлы при регистрации архивов?,5,0.745,1,2,689ad134-88eb-469c-88cd-35e254e680a3,"Порядок приемки, регистрации и архивирования источников информации."
46,Куда нужно класть файлы при регистрации архивов?,6,0.722,1,1,689ad134-88eb-469c-88cd-35e254e680a3,Общие положения
46,Куда нужно класть файлы при регистрации архивов?,7,0.699,1,2,689ad134-88eb-469c-88cd-35e254e680a3,Определения и сокращения
47,Какая структура у каталогов диска P?,1,0.7872,1,2,1381f436-b246-4235-8ac2-f9c7ad474dc8,2 Основная часть
47,Какая структура у каталогов диска P?,2,0.7431,1,4,1381f436-b246-4235-8ac2-f9c7ad474dc8,4 Права доступа к каталогам
47,Какая структура у каталогов диска P?,3,0.7321,1,1,1381f436-b246-4235-8ac2-f9c7ad474dc8,1 Назначение
47,Какая структура у каталогов диска P?,4,0.7307,1,2,1381f436-b246-4235-8ac2-f9c7ad474dc8,РАБОЧАЯ ИНСТРУКЦИЯ Структура каталогов «РИ-10-СтруктКат»
47,Какая структура у каталогов диска P?,5,0.7261,1,3,1381f436-b246-4235-8ac2-f9c7ad474dc8,3 Правила работы с каталогами текущих проектов:
48,Что такое реестр экологических аспектов?,1,0.8897,1,2,b8b54622-18ad-4302-bea0-e53f1fc46da4,Сводный реестр экологических аспектов
48,Что такое реестр экологических аспектов?,2,0.8674,1,2,b8b54622-18ad-4302-bea0-e53f1fc46da4,Итоговый реестр существенных экологических аспектов
48,Что такое реестр экологических аспектов?,3,0.8565,1,7,b8b54622-18ad-4302-bea0-e53f1fc46da4,7 Последовательность формирования реестров экологических аспектов
48,Что такое реестр экологических аспектов?,4,0.8118,1,4,b8b54622-18ad-4302-bea0-e53f1fc46da4,4 Термины и сокращения
48,Что такое реестр экологических аспектов?,5,0.7905,1,6,b8b54622-18ad-4302-bea0-e53f1fc46da4,6 Определение существенного воздействия экологических аспектов на ОС
49,Кому подчиняется полевая партия?,1,0.8406,1,2,82e7835d-d852-4441-819d-51e10c2ec9f2,2 Структура
49,Кому подчиняется полевая партия?,2,0.8303,1,1,82e7835d-d852-4441-819d-51e10c2ec9f2,1 Общие положения
49,Кому подчиняется полевая партия?,3,0.8007,1,6,82e7835d-d852-4441-819d-51e10c2ec9f2,6 Ответственность
49,Кому подчиняется полевая партия?,4,0.7947,1,5,82e7835d-d852-4441-819d-51e10c2ec9f2,5 Права
49,Кому подчиняется полевая партия?,5,0.7702,1,1,82e7835d-d852-4441-819d-51e10c2ec9f2,Приложение 1 Перечень должностных инструкций полевой партии
52,Есть ли у нас документ про управление рисками?,1,0.8213,1,1,fb9210b5-8dd4-4acb-9f67-4528cef13ff1,Приложение А
52,Есть ли у нас документ про управление рисками?,2,0.8211,1,2,fb9210b5-8dd4-4acb-9f67-4528cef13ff1,ИНСТРУКЦИЯ Управление рисками «ИН-01-УР»
52,Есть ли у нас документ про управление рисками?,3,0.8149,1,5,fb9210b5-8dd4-4acb-9f67-4528cef13ff1,5 Основные положения
52,Есть ли у нас документ про управление рисками?,4,0.8113,1,4,fb9210b5-8dd4-4acb-9f67-4528cef13ff1,"4 Термины, обозначения, сокращения"
52,Есть ли у нас документ про управление рисками?,5,0.8077,1,7,fb9210b5-8dd4-4acb-9f67-4528cef13ff1,7 Реестр рисков
58,Какие задачи у отдела бурения и проектирования строительства скважин?,1,0.7992,1,3,48112403-b37a-4ee9-9458-0e3f2f51d465,3 Задачи
58,Какие задачи у отдела бурения и проектирования строительства скважин?,2,0.7479,1,4,48112403-b37a-4ee9-9458-0e3f2f51d465,4 Функции
58,Какие задачи у отдела бурения и проектирования строительства скважин?,3,0.7317,1,2,48112403-b37a-4ee9-9458-0e3f2f51d465,Отдел имеет право:
58,Какие задачи у отдела бурения и проектирования строительства скважин?,4,0.7277,1,4,48112403-b37a-4ee9-9458-0e3f2f51d465,Приложение 4. Перечень программного обеспечения отдела
58,Какие задачи у отдела бурения и проектирования строительства скважин?,5,0.7223,1,2,48112403-b37a-4ee9-9458-0e3f2f51d465,Отдел несет ответственность за:
58,Какие задачи у отдела бурения и проектирования строительства скважин?,6,0.7222,1,1,48112403-b37a-4ee9-9458-0e3f2f51d465,Приложение 1. Структура отдела
58,Какие задачи у отдела бурения и проектирования строительства скважин?,7,0.7149,1,7,48112403-b37a-4ee9-9458-0e3f2f51d465,7 Список приложений
58,Какие задачи у отдела бурения и проектирования строительства скважин?,8,0.7092,1,3,48112403-b37a-4ee9-9458-0e3f2f51d465,Приложение 3. Перечень регламентированных бизнес-процессов отдела
58,Какие задачи у отдела бурения и проектирования строительства скважин?,9,0.7,1,1,48112403-b37a-4ee9-9458-0e3f2f51d465,1 Общие положения
58,Какие задачи у отдела бурения и проектирования строительства скважин?,10,0.6934,1,2,48112403-b37a-4ee9-9458-0e3f2f51d465,Приложение 2. Перечень внутренней документации ИСМ отдела
59,Чем занимается полевая партия отдела инженерных изысканий?,1,0.8273,1,4,82e7835d-d852-4441-819d-51e10c2ec9f2,4 Функции
59,Чем занимается полевая партия отдела инженерных изысканий?,2,0.7911,1,3,82e7835d-d852-4441-819d-51e10c2ec9f2,3 Задачи
59,Чем занимается полевая партия отдела инженерных изысканий?,3,0.7432,1,6,82e7835d-d852-4441-819d-51e10c2ec9f2,6 Ответственность
59,Чем занимается полевая партия отдела инженерных изысканий?,4,0.7334,1,2,82e7835d-d852-4441-819d-51e10c2ec9f2,2 Структура
59,Чем занимается полевая партия отдела инженерных изысканий?,5,0.7195,1,1,82e7835d-d852-4441-819d-51e10c2ec9f2,Приложение 1 Перечень должностных инструкций полевой партии
59,Чем занимается полевая партия отдела инженерных изысканий?,6,0.7104,1,5,82e7835d-d852-4441-819d-51e10c2ec9f2,5 Права
59,Чем занимается полевая партия отдела инженерных изысканий?,7,0.6934,1,1,82e7835d-d852-4441-819d-51e10c2ec9f2,1 Общие положения
59,Чем занимается полевая партия отдела инженерных изысканий?,8,0.6823,1,2,82e7835d-d852-4441-819d-51e10c2ec9f2,ПОЛОЖЕНИЕ О полевой партии отдела инженерных изысканий «ПЛ-08-ПП»
60,Какие функции у учетно-финансового отдела?,1,0.8259,1,1,500e2f88-2aee-47cd-af1f-374bfb07d0c1,1 Общие положения
60,Какие функции у учетно-финансового отдела?,2,0.8249,1,4,500e2f88-2aee-47cd-af1f-374bfb07d0c1,4 Функции
60,Какие функции у учетно-финансового отдела?,3,0.8217,1,2,500e2f88-2aee-47cd-af1f-374bfb07d0c1,ПОЛОЖЕНИЕ Об учетно-финансовом отделе «ПЛ-13»
60,Какие функции у учетно-финансового отдела?,4,0.8209,1,3,500e2f88-2aee-47cd-af1f-374bfb07d0c1,3 Задачи
60,Какие функции у учетно-финансового отдела?,5,0.8183,1,4,500e2f88-2aee-47cd-af1f-374bfb07d0c1,4 Функции
60,Какие функции у учетно-финансового отдела?,6,0.8111,1,2,500e2f88-2aee-47cd-af1f-374bfb07d0c1,Приложение 2. Перечень внутренней документации ИСМ отдела
60,Какие функции у учетно-финансового отдела?,7,0.79,1,1,500e2f88-2aee-47cd-af1f-374bfb07d0c1,Приложение 1. Структура отдела
60,Какие функции у учетно-финансового отдела?,8,0.7847,1,4,500e2f88-2aee-47cd-af1f-374bfb07d0c1,Приложение 4. График документооборота АО «ВолгоградНИПИнефть»
60,Какие функции у учетно-финансового отдела?,9,0.7738,1,2,500e2f88-2aee-47cd-af1f-374bfb07d0c1,2 Структура
60,Какие функции у учетно-финансового отдела?,10,0.761,1,4,500e2f88-2aee-47cd-af1f-374bfb07d0c1,Приложение 4. График документооборота АО «ВолгоградНИПИнефть»
61,Какие есть стадии выполнения проектных работ?,1,0.8426,1,2,7eed2ce9-09a5-4d61-9c55-a83abdadfba1,Приложение А. Стадии и этапы выполнения работ
61,Какие есть стадии выполнения проектных работ?,2,0.8324,1,5,7eed2ce9-09a5-4d61-9c55-a83abdadfba1,5 Стадии выполнения работ
61,Какие есть стадии выполнения проектных работ?,3,0.8294,1,8,7eed2ce9-09a5-4d61-9c55-a83abdadfba1,8 Стадия оформления работы
61,Какие есть стадии выполнения проектных работ?,4,0.8277,1,10,7eed2ce9-09a5-4d61-9c55-a83abdadfba1,10 Завершающая стадия
61,Какие есть стадии выполнения проектных работ?,5,0.8136,1,2,7eed2ce9-09a5-4d61-9c55-a83abdadfba1,ИНСТРУКЦИЯ Стадии выполнения работ «ИН-01-СВР»
61,Какие есть стадии выполнения проектных работ?,6,0.8105,1,7,7eed2ce9-09a5-4d61-9c55-a83abdadfba1,7 Стадия проектирования
61,Какие есть стадии выполнения проектных работ?,7,0.8105,1,7,7eed2ce9-09a5-4d61-9c55-a83abdadfba1,7 Стадия проектирования
61,Какие есть стадии выполнения проектных работ?,8,0.7899,1,2,7eed2ce9-09a5-4d61-9c55-a83abdadfba1,Приложение Б Шаблон информационного листа проекта.
61,Какие есть стадии выполнения проектных работ?,9,0.7866,1,9,7eed2ce9-09a5-4d61-9c55-a83abdadfba1,"9 Стадия экспертиз, защит и согласований"
61,Какие есть стадии выполнения проектных работ?,10,0.7638,1,6,7eed2ce9-09a5-4d61-9c55-a83abdadfba1,6 Предпроектная проработка
62,Как транспортировать отходы IV класса опасности,1,0.8024,1,8,51f0707f-97b3-49db-a477-bbfb7bc32c51,8 Требования к транспортированию отходов
62,Как транспортировать отходы IV класса опасности,2,0.7565,1,6,51f0707f-97b3-49db-a477-bbfb7bc32c51,6 Порядок накопления отходов
62,Как транспортировать отходы IV класса опасности,3,0.7565,1,6,51f0707f-97b3-49db-a477-bbfb7bc32c51,6 Порядок накопления отходов
62,Как транспортировать отходы IV класса опасности,4,0.7472,1,4,51f0707f-97b3-49db-a477-bbfb7bc32c51,"4 Термины, обозначения, сокращения"
62,Как транспортировать отходы IV класса опасности,5,0.7421,1,7,51f0707f-97b3-49db-a477-bbfb7bc32c51,7 Порядок учета отходов
62,Как транспортировать отходы IV класса опасности,6,0.7414,1,10,51f0707f-97b3-49db-a477-bbfb7bc32c51,10 Безопасное обращение с отходами
62,Как транспортировать отходы IV класса опасности,7,0.7307,1,9,51f0707f-97b3-49db-a477-bbfb7bc32c51,9 Требования к передаче отходов сторонним специализированным организациям
62,Как транспортировать отходы IV класса опасности,8,0.7307,1,11,51f0707f-97b3-49db-a477-bbfb7bc32c51,11 Контроль
62,Как транспортировать отходы IV класса опасности,9,0.7181,1,12,51f0707f-97b3-49db-a477-bbfb7bc32c51,12 Ответственность
62,Как транспортировать отходы IV класса опасности,10,0.6948,1,1,51f0707f-97b3-49db-a477-bbfb7bc32c51,Инструкция о порядке обращения с отходами производства и потребления АО «ВолгоградНИПИнефть» «ИН-01-ПОО»
63,Что входит в процесс управления рисками?,1,0.846,1,5,fb9210b5-8dd4-4acb-9f67-4528cef13ff1,5 Основные положения
63,Что входит в процесс управления рисками?,2,0.8322,1,1,fb9210b5-8dd4-4acb-9f67-4528cef13ff1,Приложение А
63,Что входит в процесс управления рисками?,3,0.8288,1,4,fb9210b5-8dd4-4acb-9f67-4528cef13ff1,"4 Термины, обозначения, сокращения"
63,Что входит в процесс управления рисками?,4,0.805,1,7,fb9210b5-8dd4-4acb-9f67-4528cef13ff1,7 Реестр рисков
63,Что входит в процесс управления рисками?,5,0.8,1,2,fb9210b5-8dd4-4acb-9f67-4528cef13ff1,ИНСТРУКЦИЯ Управление рисками «ИН-01-УР»
63,Что входит в процесс управления рисками?,6,0.7969,1,6,fb9210b5-8dd4-4acb-9f67-4528cef13ff1,6 Идентификация и оценка рисков
63,Что входит в процесс управления рисками?,7,0.7956,1,7,fb9210b5-8dd4-4acb-9f67-4528cef13ff1,7 Реестр рисков
63,Что входит в процесс управления рисками?,8,0.7948,1,1,fb9210b5-8dd4-4acb-9f67-4528cef13ff1,1 Назначение
63,Что входит в процесс управления рисками?,9,0.79,1,6,fb9210b5-8dd4-4acb-9f67-4528cef13ff1,6 Идентификация и оценка рисков
63,Что входит в процесс управления рисками?,10,0.7899,1,2,fb9210b5-8dd4-4acb-9f67-4528cef13ff1,Приложение В
64,Что значит накопление отходов?,1,0.856,1,4,51f0707f-97b3-49db-a477-bbfb7bc32c51,"4 Термины, обозначения, сокращения"
64,Что значит накопление отходов?,2,0.8488,1,6,51f0707f-97b3-49db-a477-bbfb7bc32c51,6 Порядок накопления отходов
64,Что значит накопление отходов?,3,0.8488,1,6,51f0707f-97b3-49db-a477-bbfb7bc32c51,6 Порядок накопления отходов
64,Что значит накопление отходов?,4,0.8183,1,10,51f0707f-97b3-49db-a477-bbfb7bc32c51,10 Безопасное обращение с отходами
64,Что значит накопление отходов?,5,0.8142,1,7,51f0707f-97b3-49db-a477-bbfb7bc32c51,7 Порядок учета отходов
65,Что такое субподрядная работа?,1,0.8064,1,11,efddbd28-7b1c-4285-be6e-4d89a9fcb4b3,"11 Требования, предъявляемые к субподрядным организациям."
65,Что такое субподрядная работа?,2,0.7201,1,2,efddbd28-7b1c-4285-be6e-4d89a9fcb4b3,2 Оборудование
65,Что такое субподрядная работа?,3,0.7063,1,4,efddbd28-7b1c-4285-be6e-4d89a9fcb4b3,4 Персонал
65,Что такое субподрядная работа?,4,0.7054,1,2,efddbd28-7b1c-4285-be6e-4d89a9fcb4b3,"ПОЛОЖЕНИЕ По организации внутреннего контроля качества и приемки топографо-геодезических, картографических и проектно-изыскательских работ «ПЛ-08-ОВКК»"
65,Что такое субподрядная работа?,5,0.7046,1,8,efddbd28-7b1c-4285-be6e-4d89a9fcb4b3,8 Контроль и приемка камеральных работ
66,Что такое верификация поставки?,1,0.8384,1,8,b497403b-04e3-423e-bb5a-670c170f5a33,"8 Верификация поставленной продукции, работ (услуг)"
66,Что такое верификация поставки?,2,0.7605,1,7,b497403b-04e3-423e-bb5a-670c170f5a33,"7 Порядок действий при внешних поставках для осуществления работ по договорам в офисе Института и внешних поставках, связанных с развитием инфраструктуры и материальных ресурсов Института"
66,Что такое верификация поставки?,3,0.7474,1,6,b497403b-04e3-423e-bb5a-670c170f5a33,"6 Оценка, выбор и переоценка поставщиков."
66,Что такое верификация поставки?,4,0.7474,1,5,b497403b-04e3-423e-bb5a-670c170f5a33,5 Основные положения
66,Что такое верификация поставки?,5,0.7338,1,7,b497403b-04e3-423e-bb5a-670c170f5a33,Приложение Г
67,Как оформляется заявление командировку?,1,0.7987,1,2,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,Приложение В
67,Как оформляется заявление командировку?,2,0.7873,1,2,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,Приложение Б
67,Как оформляется заявление командировку?,3,0.7728,1,7,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,Приложение Г
67,Как оформляется заявление командировку?,4,0.7687,1,1,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,Приложение А
67,Как оформляется заявление командировку?,5,0.7522,1,9,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,9 Окончание работ. Отчет о командировке
67,Как оформляется заявление командировку?,6,0.7506,1,6,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,6 Организация командировки
67,Как оформляется заявление командировку?,7,0.746,1,2,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,ПОЛОЖЕНИЕ О командировках в АО «ВолгоградНИПИнефть» «ПЛ-13-К»
67,Как оформляется заявление командировку?,8,0.7418,1,1,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,1 Общие положения
67,Как оформляется заявление командировку?,9,0.7405,1,2,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,2 Нормативные ссылки
67,Как оформляется заявление командировку?,10,0.7404,1,2,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,СОГЛАСОВАНО:
