session_index,question,rank,score,level,number,doc_id,title
15,Есть ли ограничения по сроку хранения отходов?,4,0.8266,2,6.1,b8b54622-18ad-4302-bea0-e53f1fc46da4,6.1 Методика оценки экологических аспектов
15,Есть ли ограничения по сроку хранения отходов?,5,0.826,2,6.2,51f0707f-97b3-49db-a477-bbfb7bc32c51,6.2 Накопление отходов на территории подразделений Института допускается на срок не более 11 месяцев
15,Есть ли ограничения по сроку хранения отходов?,6,0.8215,1,8,51f0707f-97b3-49db-a477-bbfb7bc32c51,8 Требования к транспортированию отходов
15,Есть ли ограничения по сроку хранения отходов?,7,0.8166,1,6,51f0707f-97b3-49db-a477-bbfb7bc32c51,6 Порядок накопления отходов
15,Есть ли ограничения по сроку хранения отходов?,8,0.8147,2,10.2,51f0707f-97b3-49db-a477-bbfb7bc32c51,10.2 Способы  накопления  отходов  и  их  передачи  сторонним  организациям  должны исключать возможность загрязнения окружающей территории.
15,Есть ли ограничения по сроку хранения отходов?,9,0.8142,1,4,51f0707f-97b3-49db-a477-bbfb7bc32c51,"4 Термины, обозначения, сокращения"
15,Есть ли ограничения по сроку хранения отходов?,10,0.8136,2,7.2,b9d7b363-4f52-4b7e-a1e8-4b0f7b509793,7.2 Средства корпоративной мобильной связи (SIM-карта и/или мобильный аппарат) передаются работнику по акту приема-передачи. В день увольнения работник обязан вернуть SIM-карту и/или мобильный аппарат по акту приема-передачи материальных ценностей и/или переоформить SIM-карту в личное пользование.
15,Есть ли ограничения по сроку хранения отходов?,11,0.8135,1,7,51f0707f-97b3-49db-a477-bbfb7bc32c51,7 Порядок учета отходов
15,Есть ли ограничения по сроку хранения отходов?,12,0.8105,2,2.1,f0dcd482-6011-4ae2-8c65-73cbab8efe3d,"Оформление договоров на выполнение работ, оказание услуг"
15,Есть ли ограничения по сроку хранения отходов?,13,0.8076,2,3.3,b9d7b363-4f52-4b7e-a1e8-4b0f7b509793,"3.3 Корпоративный мобильный аппарат -  беспроводной  цифровой телефонный аппарат стандарта GSM, принадлежащий Институту и выданный сотруднику  по  Акту  приема-передачи  для  пользования  корпоративной  мобильной связью."
15,Есть ли ограничения по сроку хранения отходов?,14,0.8053,2,11.1,51f0707f-97b3-49db-a477-bbfb7bc32c51,"11.1 При накоплении и передаче отходов специализированным лицензированным организациям должны соблюдаться действующие экологические, санитарноэпидемиологические, технические нормы и правила обращения с отходами."
15,Есть ли ограничения по сроку хранения отходов?,15,0.8012,1,3,51f0707f-97b3-49db-a477-bbfb7bc32c51,3 Нормативные ссылки
16,Кто такой федеральный оператор в контексте отходов?,1,0.7991,2,9.1,51f0707f-97b3-49db-a477-bbfb7bc32c51,9.1 Отходы II класса опасности передаются только Федеральному оператору по обращению с отходами I и II классов опасности или привлеченному им оператору по обращению с отходами I и II классов опасности на основании заключенного договора
16,Кто такой федеральный оператор в контексте отходов?,2,0.7942,2,8.1,51f0707f-97b3-49db-a477-bbfb7bc32c51,8.1 Деятельность по транспортированию отходов II класса
16,Кто такой федеральный оператор в контексте отходов?,3,0.7832,2,11.3,51f0707f-97b3-49db-a477-bbfb7bc32c51,11.3 За передачу отходов сторонним организациям отвечают ОВЭО и заместитель генерального директора по общим вопросам.
16,Кто такой федеральный оператор в контексте отходов?,4,0.7615,2,7.1,51f0707f-97b3-49db-a477-bbfb7bc32c51,7.1 Обращение с отходами контролируется ОВЭО и заместителем генерального директора по общим вопросам.
16,Кто такой федеральный оператор в контексте отходов?,5,0.759,1,4,51f0707f-97b3-49db-a477-bbfb7bc32c51,"4 Термины, обозначения, сокращения"
16,Кто такой федеральный оператор в контексте отходов?,6,0.7578,2,5.3,51f0707f-97b3-49db-a477-bbfb7bc32c51,5.3 Согласно Федеральному закону РФ «Об отходах производства и потребления» все подразделения Института обязаны:
16,Кто такой федеральный оператор в контексте отходов?,7,0.7562,2,12.2,51f0707f-97b3-49db-a477-bbfb7bc32c51,"12.2 За нарушение учета образования, накопления и передачи отходов, за несвоевременное  заключение  договоров  на  утилизацию,  обезвреживание  и/или размещение отходов и их выполнение отвечают ОВЭО и заместитель генерального директора по общим вопросам."
16,Кто такой федеральный оператор в контексте отходов?,8,0.7464,1,3,51f0707f-97b3-49db-a477-bbfb7bc32c51,3 Нормативные ссылки
16,Кто такой федеральный оператор в контексте отходов?,9,0.7455,1,6,51f0707f-97b3-49db-a477-bbfb7bc32c51,6 Порядок накопления отходов
16,Кто такой федеральный оператор в контексте отходов?,10,0.7455,1,6,51f0707f-97b3-49db-a477-bbfb7bc32c51,6 Порядок накопления отходов
16,Кто такой федеральный оператор в контексте отходов?,11,0.7379,2,10.1,51f0707f-97b3-49db-a477-bbfb7bc32c51,"10.1 Персонал, занятый накоплением и передачей отходов сторонним организациям, должен быть обучен правилам безопасности по обращению с отходами в объеме настоящей инструкции и инструкции по охране труда и промышленной безопасности  по  данному  рабочему  месту  и  несет  личную  ответственность  за соблюдение определенных в них требований безопасности."
16,Кто такой федеральный оператор в контексте отходов?,12,0.7315,2,7.1,8b23f04d-fa69-486d-901c-0c9c273b040e,"7.1 Государственный надзор и контроль за организацией работы по маркшейдерскому обеспечению и соблюдением правил выполнения маркшейдерских работ при проектировании, строительстве, эксплуатации, консервации и ликвидации объектов нефтегазодобывающей отрасли, утвержденных в установленном порядке требований (правил и норм) по безопасному ведению горных работ, предупреждению и устранению их вредного влияния на население, окружающую природную среду, объекты народного хозяйства осуществляют органы Федеральной службы по"
16,Кто такой федеральный оператор в контексте отходов?,13,0.7234,1,1,51f0707f-97b3-49db-a477-bbfb7bc32c51,1 Назначение
16,Кто такой федеральный оператор в контексте отходов?,14,0.7174,2,2.1,b497403b-04e3-423e-bb5a-670c170f5a33,Список сотрудников ответственных за внешние поставки
16,Кто такой федеральный оператор в контексте отходов?,15,0.7157,2,1.1,a32fd8d9-8b27-4b58-924e-d65f28b9450a,Тендер
17,Кто отвечает за ведение учета отходов?,1,0.9161,2,7.1,b9d7b363-4f52-4b7e-a1e8-4b0f7b509793,"7.1 Работник несет ответственность за сохранность выданных ему средств корпоративной мобильной связи (SIM-карты, мобильного аппарата). В случае утери или неумышленной порчи средств корпоративной мобильной связи работник за счет личных денежных средств:"
17,Кто отвечает за ведение учета отходов?,2,0.9033,2,2.1,f0dcd482-6011-4ae2-8c65-73cbab8efe3d,"Оформление договоров на выполнение работ, оказание услуг"
17,Кто отвечает за ведение учета отходов?,3,0.8895,1,6,f0dcd482-6011-4ae2-8c65-73cbab8efe3d,6 Ответственность
17,Кто отвечает за ведение учета отходов?,4,0.8654,2,6.2,b8b54622-18ad-4302-bea0-e53f1fc46da4,6.2 Оценка существенности экологических аспектов по суммарному количеству баллов
17,Кто отвечает за ведение учета отходов?,5,0.8648,1,2,d837c868-367e-47c9-a669-0d35668bf223,2 Определения и сокращения
17,Кто отвечает за ведение учета отходов?,6,0.8458,1,7,6cc0605c-2dc9-4cd7-8cd9-c8e4031560ee,"7 Ответственность за разглашение конфиденциальной информации, связанной с персональными данными"
17,Кто отвечает за ведение учета отходов?,7,0.8434,2,4.3,b9d7b363-4f52-4b7e-a1e8-4b0f7b509793,"4.3 При отсутствии у работника мобильного аппарата для пользования корпоративной мобильной связью, ему вместе с корпоративной SIM-картой может выдаваться корпоративный мобильный аппарат."
17,Кто отвечает за ведение учета отходов?,8,0.837,1,7,51f0707f-97b3-49db-a477-bbfb7bc32c51,7 Порядок учета отходов
17,Кто отвечает за ведение учета отходов?,9,0.8275,2,12.2,51f0707f-97b3-49db-a477-bbfb7bc32c51,"12.2 За нарушение учета образования, накопления и передачи отходов, за несвоевременное  заключение  договоров  на  утилизацию,  обезвреживание  и/или размещение отходов и их выполнение отвечают ОВЭО и заместитель генерального директора по общим вопросам."
17,Кто отвечает за ведение учета отходов?,10,0.8274,2,11.3,51f0707f-97b3-49db-a477-bbfb7bc32c51,11.3 За передачу отходов сторонним организациям отвечают ОВЭО и заместитель генерального директора по общим вопросам.
17,Кто отвечает за ведение учета отходов?,11,0.8259,1,4,f0dcd482-6011-4ae2-8c65-73cbab8efe3d,Приложение 4. Перечень документированной информации отдела
17,Кто отвечает за ведение учета отходов?,12,0.8095,2,10.1,51f0707f-97b3-49db-a477-bbfb7bc32c51,"10.1 Персонал, занятый накоплением и передачей отходов сторонним организациям, должен быть обучен правилам безопасности по обращению с отходами в объеме настоящей инструкции и инструкции по охране труда и промышленной безопасности  по  данному  рабочему  месту  и  несет  личную  ответственность  за соблюдение определенных в них требований безопасности."
17,Кто отвечает за ведение учета отходов?,13,0.8067,1,6,51f0707f-97b3-49db-a477-bbfb7bc32c51,6 Порядок накопления отходов
17,Кто отвечает за ведение учета отходов?,14,0.8067,1,6,51f0707f-97b3-49db-a477-bbfb7bc32c51,6 Порядок накопления отходов
17,Кто отвечает за ведение учета отходов?,15,0.8043,1,8,51f0707f-97b3-49db-a477-bbfb7bc32c51,8 Требования к транспортированию отходов
18,Что делать после того как нашли новый тендер?,1,0.7426,1,2,a32fd8d9-8b27-4b58-924e-d65f28b9450a,ИНСТРУКЦИЯ По подготовке тендерного предложения «ИН-01-ПТП»
18,Что делать после того как нашли новый тендер?,2,0.7349,1,2,a32fd8d9-8b27-4b58-924e-d65f28b9450a,Приложение 2 Исходные данные для составления смет.
18,Что делать после того как нашли новый тендер?,3,0.7309,1,6,a32fd8d9-8b27-4b58-924e-d65f28b9450a,6 Основные этапы подготовки ТП.
18,Что делать после того как нашли новый тендер?,4,0.7174,0,None,a32fd8d9-8b27-4b58-924e-d65f28b9450a,ИН-01-ПТП
18,Что делать после того как нашли новый тендер?,5,0.7089,1,1,a32fd8d9-8b27-4b58-924e-d65f28b9450a,1 Назначение.
18,Что делать после того как нашли новый тендер?,6,0.6978,1,6,7eed2ce9-09a5-4d61-9c55-a83abdadfba1,6 Предпроектная проработка
18,Что делать после того как нашли новый тендер?,7,0.6915,1,5,2fffe16b-1ac7-4329-92a2-102d8df22882,Организация договорной работы
18,Что делать после того как нашли новый тендер?,8,0.6906,1,6,2fffe16b-1ac7-4329-92a2-102d8df22882,6 Организация договорной работы
18,Что делать после того как нашли новый тендер?,1,0.7746,1,6,a32fd8d9-8b27-4b58-924e-d65f28b9450a,6 Основные этапы подготовки ТП.
18,Что делать после того как нашли новый тендер?,2,0.7696,1,5,a32fd8d9-8b27-4b58-924e-d65f28b9450a,5 Ответственность.
18,Что делать после того как нашли новый тендер?,3,0.7632,1,3,a32fd8d9-8b27-4b58-924e-d65f28b9450a,3 Термины и сокращения.
18,Что делать после того как нашли новый тендер?,4,0.7625,1,1,a32fd8d9-8b27-4b58-924e-d65f28b9450a,Приложение 1 Перечень документированной информации
18,Что делать после того как нашли новый тендер?,5,0.7618,1,2,2fffe16b-1ac7-4329-92a2-102d8df22882,Организация договорной работы
18,Что делать после того как нашли новый тендер?,6,0.7618,1,7,2fffe16b-1ac7-4329-92a2-102d8df22882,Организация договорной работы
18,Что делать после того как нашли новый тендер?,7,0.7618,1,5,2fffe16b-1ac7-4329-92a2-102d8df22882,Организация договорной работы
18,Что делать после того как нашли новый тендер?,8,0.7587,0,None,a32fd8d9-8b27-4b58-924e-d65f28b9450a,ИН-01-ПТП
19,Что нужно делать на предпроектной проработке?,1,0.8237,1,6,7eed2ce9-09a5-4d61-9c55-a83abdadfba1,6 Предпроектная проработка
19,Что нужно делать на предпроектной проработке?,2,0.74,1,7,7eed2ce9-09a5-4d61-9c55-a83abdadfba1,7 Стадия проектирования
19,Что нужно делать на предпроектной проработке?,3,0.7372,1,7,7eed2ce9-09a5-4d61-9c55-a83abdadfba1,7 Стадия проектирования
19,Что нужно делать на предпроектной проработке?,4,0.7349,1,5,7eed2ce9-09a5-4d61-9c55-a83abdadfba1,5 Стадии выполнения работ
19,Что нужно делать на предпроектной проработке?,5,0.728,1,2,7eed2ce9-09a5-4d61-9c55-a83abdadfba1,Приложение А. Стадии и этапы выполнения работ
19,Что нужно делать на предпроектной проработке?,6,0.7273,1,4,da968b7a-00f4-495f-8795-2e5d2e3a437a,4 Функции
19,Что нужно делать на предпроектной проработке?,7,0.7124,1,5,efddbd28-7b1c-4285-be6e-4d89a9fcb4b3,5 Контроль подготовки к работам
19,Что нужно делать на предпроектной проработке?,8,0.7095,1,6,a32fd8d9-8b27-4b58-924e-d65f28b9450a,6 Основные этапы подготовки ТП.
20,Что включается в бюджет командировки?,1,0.8916,1,5,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,5 Бюджет командировки
20,Что включается в бюджет командировки?,2,0.8206,2,2.2,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,Цель командировки
20,Что включается в бюджет командировки?,3,0.8163,2,2.5,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,Во время командировки
20,Что включается в бюджет командировки?,4,0.8083,2,9.4,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,"9.4 В течение 3 (трех) рабочих дней со дня возвращения из служебной командировки работник обязан представить в учетно-финансовый отдел авансовый отчет об израсходованных им суммах. Вместе с авансовым отчетом передаются документы (в оригинале), подтверждающие размер произведенных расходов, с указанием формы их оплаты (наличными, чеком, кредитной картой, безналичным перерасчетом). При зарубежных командировках к отчету прилагается ксерокопия отметок в заграничном паспорте."
20,Что включается в бюджет командировки?,5,0.8052,2,6.1,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,"6.1 При необходимости командировки для решения задач, сотрудник оформляет «Заявку на оформление приказа на командировку и получения денежных средств» (далее по тексту Заявка) которую согласует руководитель структурного подразделения и генеральный директор или первый заместитель генерального директора (приложения А, Д)"
20,Что включается в бюджет командировки?,6,0.7899,2,5.7,b19cc873-30e3-4733-b9a7-d4222693d91f,Доплата за командировку
20,Что включается в бюджет командировки?,7,0.7899,2,2.2,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,"2.2 Постановление Правительства РФ от 26 декабря 2005 г. N 812 «О размере и порядке выплаты суточных в иностранной валюте и надбавок к суточным в иностранной валюте при служебных командировках на территории иностранных государств работников, заключивших трудовой договор о работе в федеральных государственных органах, работников государственных внебюджетных фондов Российской Федерации, федеральных государственных учреждений»."
20,Что включается в бюджет командировки?,8,0.7889,2,8.2,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,"8.2 В случае проезда сотрудника к месту командирования и (или) обратно на транспорте Института, либо собственном, либо наемным, в учетно-финансовый отдел предоставляется Отчет о командировке (приложения Б, Д)."
20,Что включается в бюджет командировки?,9,0.7875,1,4,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,4 Командировки
20,Что включается в бюджет командировки?,10,0.781,1,7,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,7 Организация работы командированного сотрудника
20,Что включается в бюджет командировки?,11,0.772,2,3.1,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,3.1 Служебная командировка -поездка работника по распоряжению генерального директора на определенный срок для выполнения служебного поручения вне места постоянной работы.
20,Что включается в бюджет командировки?,12,0.7658,2,5.5,b9d7b363-4f52-4b7e-a1e8-4b0f7b509793,"5.5 Во время нахождения сотрудника в служебной командировке все звонки, произведенные вне рабочего времени (в том числе в выходные и праздничные дни), подлежат оплате Институтом в пределах установленного лимита."
20,Что включается в бюджет командировки?,13,0.7645,2,10.3,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,"10.3 После согласования служебной записки сотрудник ставит в известность сотрудника приёмной об отмене командировки для отмены (либо обмена) приобретенных билетов, брони гостиницы, и передает ее в учетно-финансовый отдел для отмены приказа о командировании"
20,Что включается в бюджет командировки?,14,0.755,1,2,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,Приложение Б
20,Что включается в бюджет командировки?,15,0.7449,2,2.1,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,Служебная записка об отмене командировки
21,Каким видом транспорта можно ездить в командировки?,1,0.8097,2,3.1,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,3.1 Служебная командировка -поездка работника по распоряжению генерального директора на определенный срок для выполнения служебного поручения вне места постоянной работы.
21,Каким видом транспорта можно ездить в командировки?,2,0.8015,2,5.2,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,"5.2 Транспортные расходы планируются, исходя из следующего:"
21,Каким видом транспорта можно ездить в командировки?,3,0.8004,1,7,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,7 Организация работы командированного сотрудника
21,Каким видом транспорта можно ездить в командировки?,4,0.7955,2,6.6,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,"6.6 При направлении сотрудника в однодневную командировку, оформляется приказ о командировании на общих условиях. Суточные не выплачиваются (п.11 Положения, утв. Постановлением Правительства РФ от 13.10.2008 г № 749)."
21,Каким видом транспорта можно ездить в командировки?,5,0.7951,2,8.3,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,"8.3 При командировании за границу, время пребывания в командировке определяется по отметкам в паспорте при прохождении паспортного контроля на таможне"
21,Каким видом транспорта можно ездить в командировки?,6,0.791,2,4.1,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,"4.1 Ответственными за планирование командировки являются руководители структурных подразделений, окончательное утверждение необходимости и целесообразности командировок для сотрудников Института принимает генеральный директор или первый заместитель генерального директора."
21,Каким видом транспорта можно ездить в командировки?,7,0.7894,2,2.1,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,2.1 Постановление Правительства РФ от 13 октября 2008 г. N 749 «Об особенностях направления работников в служебные командировки»
21,Каким видом транспорта можно ездить в командировки?,8,0.784,2,1.2,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,"1.2 Порядок организации командировок, изложенный в Положении, является обязательным для всех сотрудников Института."
21,Каким видом транспорта можно ездить в командировки?,9,0.7814,2,2.2,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,Цель командировки
21,Каким видом транспорта можно ездить в командировки?,10,0.7782,2,2.5,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,Во время командировки
21,Каким видом транспорта можно ездить в командировки?,11,0.7753,2,9.2,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,"9.2 Отчет о командировке согласуется с начальником отдела, утверждается генеральным директором или первым заместителем генерального директора."
21,Каким видом транспорта можно ездить в командировки?,12,0.7628,2,5.7,b19cc873-30e3-4733-b9a7-d4222693d91f,Доплата за командировку
21,Каким видом транспорта можно ездить в командировки?,13,0.7524,1,10,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,10 Отмена командировки
21,Каким видом транспорта можно ездить в командировки?,14,0.7497,2,5.5,b9d7b363-4f52-4b7e-a1e8-4b0f7b509793,"5.5 Во время нахождения сотрудника в служебной командировке все звонки, произведенные вне рабочего времени (в том числе в выходные и праздничные дни), подлежат оплате Институтом в пределах установленного лимита."
21,Каким видом транспорта можно ездить в командировки?,15,0.749,1,2,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,СОГЛАСОВАНО:
22,Какого класса билет на самолет можно купить при командировке?,1,0.7914,2,5.2,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,"5.2 Транспортные расходы планируются, исходя из следующего:"
22,Какого класса билет на самолет можно купить при командировке?,2,0.7842,2,6.6,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,"6.6 При направлении сотрудника в однодневную командировку, оформляется приказ о командировании на общих условиях. Суточные не выплачиваются (п.11 Положения, утв. Постановлением Правительства РФ от 13.10.2008 г № 749)."
22,Какого класса билет на самолет можно купить при командировке?,3,0.7765,1,1,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,Приложение А
22,Какого класса билет на самолет можно купить при командировке?,4,0.7678,2,5.5,b9d7b363-4f52-4b7e-a1e8-4b0f7b509793,"5.5 Во время нахождения сотрудника в служебной командировке все звонки, произведенные вне рабочего времени (в том числе в выходные и праздничные дни), подлежат оплате Институтом в пределах установленного лимита."
22,Какого класса билет на самолет можно купить при командировке?,5,0.7663,2,2.4,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,До начала командировки
22,Какого класса билет на самолет можно купить при командировке?,6,0.7581,2,9.2,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,"9.2 Отчет о командировке согласуется с начальником отдела, утверждается генеральным директором или первым заместителем генерального директора."
22,Какого класса билет на самолет можно купить при командировке?,7,0.7574,2,2.1,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,2.1 Постановление Правительства РФ от 13 октября 2008 г. N 749 «Об особенностях направления работников в служебные командировки»
22,Какого класса билет на самолет можно купить при командировке?,8,0.757,2,3.2,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,3.2 К служебным командировкам не относятся:
22,Какого класса билет на самолет можно купить при командировке?,9,0.7556,2,8.3,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,"8.3 При командировании за границу, время пребывания в командировке определяется по отметкам в паспорте при прохождении паспортного контроля на таможне"
22,Какого класса билет на самолет можно купить при командировке?,10,0.7466,1,10,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,10 Отмена командировки
22,Какого класса билет на самолет можно купить при командировке?,11,0.7441,1,2,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,Приложение Б
22,Какого класса билет на самолет можно купить при командировке?,12,0.7426,2,5.7,b19cc873-30e3-4733-b9a7-d4222693d91f,Доплата за командировку
22,Какого класса билет на самолет можно купить при командировке?,13,0.7398,1,2,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,СОГЛАСОВАНО:
22,Какого класса билет на самолет можно купить при командировке?,14,0.7378,2,6.2,b8b54622-18ad-4302-bea0-e53f1fc46da4,6.2 Оценка существенности экологических аспектов по суммарному количеству баллов
22,Какого класса билет на самолет можно купить при командировке?,15,0.7354,2,4.2,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,4.2 Командировка сотрудника может быть инициирована:
23,Какого класса поездка может быть на самолете?,1,0.7755,2,5.2,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,"5.2 Транспортные расходы планируются, исходя из следующего:"
23,Какого класса поездка может быть на самолете?,2,0.7418,2,8.4,51f0707f-97b3-49db-a477-bbfb7bc32c51,8.4 Транспортирование отходов V класса опасности
23,Какого класса поездка может быть на самолете?,3,0.7387,2,3.2,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,3.2 К служебным командировкам не относятся:
23,Какого класса поездка может быть на самолете?,4,0.7326,2,2.1,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,Заявка на оформление приказа на командировку и получения денежных средств
23,Какого класса поездка может быть на самолете?,5,0.732,2,6.5,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,"6.5 Не допускается направление в командировку и выдача аванса сотрудникам, не отчитавшимся об израсходованных средствах в предыдущей командировке (срок отчетности - 3 дня). Днем выезда работника в командировку считается"
23,Какого класса поездка может быть на самолете?,6,0.7307,2,2.6,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,"Документы, подтверждающие расходы на проезд"
23,Какого класса поездка может быть на самолете?,7,0.7211,2,5.1,51f0707f-97b3-49db-a477-bbfb7bc32c51,"5.1 Отходы в зависимости от степени негативного воздействия на окружающую среду подразделяются  в  соответствии  с  критериями,  установленными  федеральным органом исполнительной власти, осуществляющим государственное регулирование в области охраны окружающей среды, на пять классов опасности:"
23,Какого класса поездка может быть на самолете?,8,0.7162,1,8,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,8 Срок и режим командировки
23,Какого класса поездка может быть на самолете?,9,0.7134,2,4.2,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,4.2 Командировка сотрудника может быть инициирована:
23,Какого класса поездка может быть на самолете?,10,0.7133,1,2,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,СОГЛАСОВАНО:
23,Какого класса поездка может быть на самолете?,11,0.7118,2,9.2,51f0707f-97b3-49db-a477-bbfb7bc32c51,"9.2 Отходы III-IV классов опасности передаются сторонним специализированным организациям только при наличии заключенного договора. Организация должна иметь лицензию на осуществление деятельности по сбору, транспортированию, обработке, утилизации, обезвреживанию, размещению отходов I-IV классов опасности, в приложении к которой обязательно должны быть прописаны те виды"
23,Какого класса поездка может быть на самолете?,12,0.7096,2,4.7,69132fa9-0255-453e-b3a4-2c06c085f8ed,4.7 Обслуживание ЛВС.
23,Какого класса поездка может быть на самолете?,13,0.7077,2,7.3,fb9210b5-8dd4-4acb-9f67-4528cef13ff1,7.3 При заполнении реестра риска используются следующие шкалы (приложение В данной инструкции)
23,Какого класса поездка может быть на самолете?,14,0.7065,2,2.1,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,2.1 Постановление Правительства РФ от 13 октября 2008 г. N 749 «Об особенностях направления работников в служебные командировки»
23,Какого класса поездка может быть на самолете?,15,0.7063,2,6.2,b8b54622-18ad-4302-bea0-e53f1fc46da4,6.2 Оценка существенности экологических аспектов по суммарному количеству баллов
24,как планируются транспортные расходы?,1,0.7869,1,5,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,5 Бюджет командировки
24,как планируются транспортные расходы?,2,0.7184,1,8,b19cc873-30e3-4733-b9a7-d4222693d91f,8 Начисление и выплата заработной платы
24,как планируются транспортные расходы?,3,0.7157,1,2,a32fd8d9-8b27-4b58-924e-d65f28b9450a,Приложение 2 Исходные данные для составления смет.
24,как планируются транспортные расходы?,4,0.712,1,8,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,8 Срок и режим командировки
24,как планируются транспортные расходы?,5,0.7111,1,9,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,9 Окончание работ. Отчет о командировке
24,как планируются транспортные расходы?,6,0.7101,1,7,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,7 Организация работы командированного сотрудника
24,как планируются транспортные расходы?,7,0.7026,1,7,7eed2ce9-09a5-4d61-9c55-a83abdadfba1,7 Стадия проектирования
24,как планируются транспортные расходы?,8,0.7007,1,7,6d3fc189-3fa6-4183-8d1e-0f02c42b7e28,Приложение Г
25,Какие задачи у отдела геологии?,1,0.7901,1,2,a109cc23-575d-4d18-9dfa-56a6e79da6c7,ПОЛОЖЕНИЕ Об отделе геологии «ПЛ-07»
25,Какие задачи у отдела геологии?,2,0.7801,0,None,a109cc23-575d-4d18-9dfa-56a6e79da6c7,ПЛ-07
25,Какие задачи у отдела геологии?,3,0.7685,1,2,8b23f04d-fa69-486d-901c-0c9c273b040e,С Геологическим отделом Общества:
25,Какие задачи у отдела геологии?,4,0.7589,1,4,da968b7a-00f4-495f-8795-2e5d2e3a437a,4 Функции
25,Какие задачи у отдела геологии?,5,0.758,1,2,8b23f04d-fa69-486d-901c-0c9c273b040e,С отделом проектирования разработки нефтяных и газовых месторождений Общества:
25,Какие задачи у отдела геологии?,6,0.7544,1,2,b4e2b5d2-431d-4e10-97b5-69902e997854,О группе охраны окружающей среды отдела бурения и «ПЛ-12-ГООС»
25,Какие задачи у отдела геологии?,7,0.7525,1,2,8b23f04d-fa69-486d-901c-0c9c273b040e,С отделом бурения Общества
25,Какие задачи у отдела геологии?,8,0.7496,1,2,11aced3c-a707-407e-86ea-eb17a1a1c87b,ПОЛОЖЕНИЕ об уполномоченном по интегрированной системе менеджмента в отделе геологии «ПЛ-07-УИСМ»
26,Что такое риск?,1,0.8381,1,4,fb9210b5-8dd4-4acb-9f67-4528cef13ff1,"4 Термины, обозначения, сокращения"
26,Что такое риск?,2,0.792,2,7.8.2,fb9210b5-8dd4-4acb-9f67-4528cef13ff1,7.8.2 финансовые риски
26,Что такое риск?,3,0.7863,2,2.3,fb9210b5-8dd4-4acb-9f67-4528cef13ff1,Матрица риска
26,Что такое риск?,4,0.7768,2,2.1,fb9210b5-8dd4-4acb-9f67-4528cef13ff1,Риски
26,Что такое риск?,5,0.7754,1,7,fb9210b5-8dd4-4acb-9f67-4528cef13ff1,7 Реестр рисков
26,Что такое риск?,6,0.7754,1,7,fb9210b5-8dd4-4acb-9f67-4528cef13ff1,7 Реестр рисков
